event_id,target_login_fraud_flag,fraud_scenario,split_name,ml_score,ml_predicted_flag
E00142307,0,suspicious_downstream_misuse_after_successful_access,train,0.15143616,0
E00046971,1,social_engineering_or_malicious_approval,train,0.93232095,1
E00002770,0,normal_returning_login_and_normal_usage,train,0.1499703,0
E00118609,1,repeated_attempts_before_success,train,0.99852055,1
E00120107,0,normal_returning_login_and_normal_usage,train,0.08406612,0
E00145254,0,normal_returning_login_and_normal_usage,train,0.12201573,0
E00060522,0,normal_returning_login_and_normal_usage,train,0.048724033,0
E00066868,0,normal_returning_login_and_normal_usage,train,0.13171555,0
E00128595,0,normal_returning_login_and_normal_usage,train,0.11131912,0
E00102949,0,legitimate_travel_or_device_change_login,train,0.0030090027,0
E00145534,0,normal_returning_login_and_normal_usage,train,0.11568048,0
E00076477,0,normal_returning_login_and_normal_usage,train,0.12049271,0
E00151006,1,remote_control_or_device_compromise_access,train,0.9973584,1
E00139911,1,social_engineering_or_malicious_approval,train,0.94401276,1
E00063231,0,normal_returning_login_and_normal_usage,train,0.116596825,0
E00154728,0,normal_returning_login_and_normal_usage,train,0.11203659,0
E00073081,1,remote_control_or_device_compromise_access,train,0.99787784,1
E00118675,0,normal_returning_login_and_normal_usage,train,0.16932295,0
E00032291,0,normal_returning_login_and_normal_usage,train,0.35903984,0
E00075146,0,legitimate_travel_or_device_change_login,train,0.003845712,0
E00108311,0,legitimate_travel_or_device_change_login,train,0.0034646168,0
E00008438,0,normal_returning_login_and_normal_usage,train,0.07409677,0
E00021204,0,normal_returning_login_and_normal_usage,train,0.06995048,0
E00000433,0,normal_returning_login_and_normal_usage,train,0.08878017,0
E00006575,0,normal_returning_login_and_normal_usage,train,0.086643405,0
E00151793,0,legitimate_travel_or_device_change_login,train,0.0057474966,0
E00130197,0,normal_returning_login_and_normal_usage,train,0.028867938,0
E00057816,0,normal_returning_login_and_normal_usage,train,0.17427307,0
E00147153,0,normal_returning_login_and_normal_usage,train,0.14791657,0
E00104824,0,normal_returning_login_and_normal_usage,train,0.07907813,0
E00102932,0,normal_returning_login_and_normal_usage,train,0.12472508,0
E00042946,0,normal_returning_login_and_normal_usage,train,0.17627347,0
E00101327,0,normal_returning_login_and_normal_usage,train,0.14182469,0
E00007951,0,normal_returning_login_and_normal_usage,train,0.0661364,0
E00107834,0,relinquished_account_access_and_operation,train,0.060766682,0
E00135791,0,normal_returning_login_and_normal_usage,train,0.05132094,0
E00002455,0,normal_returning_login_and_normal_usage,train,0.10423276,0
E00124207,0,normal_returning_login_and_normal_usage,train,0.077455126,0
E00061759,0,relinquished_account_access_and_operation,train,0.12300726,0
E00127542,0,normal_returning_login_and_normal_usage,train,0.07079962,0
E00063319,0,suspicious_downstream_misuse_after_successful_access,train,0.058095288,0
E00029447,0,normal_returning_login_and_normal_usage,train,0.1352365,0
E00065481,0,normal_returning_login_and_normal_usage,train,0.11877993,0
E00031172,0,normal_returning_login_and_normal_usage,train,0.08760274,0
E00153064,0,legitimate_travel_or_device_change_login,train,0.0108934045,0
E00038442,0,normal_returning_login_and_normal_usage,train,0.07072283,0
E00103855,0,normal_returning_login_and_normal_usage,train,0.07416602,0
E00153813,0,normal_returning_login_and_normal_usage,train,0.079326496,0
E00138172,0,normal_returning_login_and_normal_usage,train,0.07944543,0
E00133706,0,normal_returning_login_and_normal_usage,train,0.10875197,0
E00147164,0,legitimate_first_time_or_infrequent_service_usage,train,0.086734295,0
E00027910,0,normal_returning_login_and_normal_usage,train,0.104921035,0
E00121865,0,legitimate_travel_or_device_change_login,train,0.0057158847,0
E00018278,0,normal_returning_login_and_normal_usage,train,0.0742599,0
E00087385,0,normal_returning_login_and_normal_usage,train,0.09815737,0
E00114512,0,normal_returning_login_and_normal_usage,train,0.14099458,0
E00088378,1,social_engineering_or_malicious_approval,train,0.93737066,1
E00050731,0,normal_returning_login_and_normal_usage,train,0.07956851,0
E00074248,0,normal_returning_login_and_normal_usage,train,0.10182939,0
E00020847,0,legitimate_travel_or_device_change_login,train,0.004103334,0
E00153990,0,normal_returning_login_and_normal_usage,train,0.103398204,0
E00133126,0,suspicious_downstream_misuse_after_successful_access,train,0.13339943,0
E00103767,0,normal_returning_login_and_normal_usage,train,0.1573226,0
E00118112,0,normal_returning_login_and_normal_usage,train,0.15200517,0
E00046569,0,normal_returning_login_and_normal_usage,train,0.10594047,0
E00126315,0,normal_returning_login_and_normal_usage,train,0.07734118,0
E00123438,0,legitimate_travel_or_device_change_login,train,0.00731639,0
E00018228,0,normal_returning_login_and_normal_usage,train,0.16340241,0
E00140432,0,normal_returning_login_and_normal_usage,train,0.095934086,0
E00059767,1,social_engineering_or_malicious_approval,train,0.9425447,1
E00048698,0,normal_returning_login_and_normal_usage,train,0.13220176,0
E00122125,0,normal_returning_login_and_normal_usage,train,0.121472865,0
E00098967,0,social_engineering_or_malicious_approval,train,0.940728,1
E00055833,1,social_engineering_or_malicious_approval,train,0.93174404,1
E00050759,0,legitimate_first_time_or_infrequent_service_usage,train,0.05273735,0
E00058694,0,normal_returning_login_and_normal_usage,train,0.11001402,0
E00022091,0,normal_returning_login_and_normal_usage,train,0.06373107,0
E00100648,0,normal_returning_login_and_normal_usage,train,0.14067473,0
E00083278,0,normal_returning_login_and_normal_usage,train,0.06636793,0
E00144405,1,remote_control_or_device_compromise_access,train,0.9967668,1
E00149294,0,normal_returning_login_and_normal_usage,train,0.088699,0
E00055823,0,normal_returning_login_and_normal_usage,train,0.087353826,0
E00053882,0,normal_returning_login_and_normal_usage,train,0.12482102,0
E00141859,0,normal_returning_login_and_normal_usage,train,0.076483786,0
E00071754,0,normal_returning_login_and_normal_usage,train,0.113934785,0
E00154131,0,normal_returning_login_and_normal_usage,train,0.08936847,0
E00124303,0,normal_returning_login_and_normal_usage,train,0.089947514,0
E00126483,0,normal_returning_login_and_normal_usage,train,0.116945244,0
E00069992,0,normal_returning_login_and_normal_usage,train,0.099744506,0
E00084244,0,normal_returning_login_and_normal_usage,train,0.15826501,0
E00023764,0,legitimate_travel_or_device_change_login,train,0.003869722,0
E00083061,0,suspicious_downstream_misuse_after_successful_access,train,0.22034895,0
E00113275,0,normal_returning_login_and_normal_usage,train,0.109094806,0
E00010961,1,social_engineering_or_malicious_approval,train,0.942969,1
E00148362,0,normal_returning_login_and_normal_usage,train,0.091259934,0
E00058765,0,legitimate_travel_or_device_change_login,train,0.0047038165,0
E00046341,0,normal_returning_login_and_normal_usage,train,0.11134004,0
E00140686,1,remote_control_or_device_compromise_access,train,0.99711204,1
E00037411,0,legitimate_travel_or_device_change_login,train,0.0039107907,0
E00046760,0,normal_returning_login_and_normal_usage,train,0.08459773,0
E00080538,0,legitimate_first_time_or_infrequent_service_usage,train,0.075295106,0
E00117613,0,legitimate_travel_or_device_change_login,train,0.0060972846,0
E00072486,1,remote_control_or_device_compromise_access,train,0.99704343,1
E00112881,0,normal_returning_login_and_normal_usage,train,0.11489802,0
E00058324,0,normal_returning_login_and_normal_usage,train,0.1160525,0
E00028929,0,normal_returning_login_and_normal_usage,train,0.09106017,0
E00103567,0,normal_returning_login_and_normal_usage,train,0.08061385,0
E00089729,0,normal_returning_login_and_normal_usage,train,0.069106475,0
E00023828,0,normal_returning_login_and_normal_usage,train,0.07176725,0
E00069261,0,normal_returning_login_and_normal_usage,train,0.05973082,0
E00153722,0,normal_returning_login_and_normal_usage,train,0.08898156,0
E00048472,0,normal_returning_login_and_normal_usage,train,0.10681885,0
E00062697,0,normal_returning_login_and_normal_usage,train,0.14248504,0
E00057690,0,normal_returning_login_and_normal_usage,train,0.08977917,0
E00102675,0,normal_returning_login_and_normal_usage,train,0.06797423,0
E00147402,0,normal_returning_login_and_normal_usage,train,0.08657971,0
E00022315,1,repeated_attempts_before_success,train,0.9989209,1
E00062025,0,normal_returning_login_and_normal_usage,train,0.09345228,0
E00113964,1,social_engineering_or_malicious_approval,train,0.9356391,1
E00024138,0,normal_returning_login_and_normal_usage,train,0.08855422,0
E00054395,0,legitimate_travel_or_device_change_login,train,0.0059306785,0
E00035818,0,normal_returning_login_and_normal_usage,train,0.17595172,0
E00100668,0,relinquished_account_access_and_operation,train,0.05937056,0
E00077871,0,normal_returning_login_and_normal_usage,train,0.040368,0
E00034794,0,legitimate_travel_or_device_change_login,train,0.004867972,0
E00076014,0,normal_returning_login_and_normal_usage,train,0.07480467,0
E00096192,0,suspicious_downstream_misuse_after_successful_access,train,0.08745835,0
E00036136,0,normal_returning_login_and_normal_usage,train,0.18711753,0
E00031283,0,normal_returning_login_and_normal_usage,train,0.07817678,0
E00092470,0,normal_returning_login_and_normal_usage,train,0.10149096,0
E00065012,0,legitimate_first_time_or_infrequent_service_usage,train,0.07551786,0
E00141511,1,repeated_attempts_before_success,train,0.99922097,1
E00017389,0,normal_returning_login_and_normal_usage,train,0.07510766,0
E00144254,0,relinquished_account_access_and_operation,train,0.060958803,0
E00032143,0,normal_returning_login_and_normal_usage,train,0.07308764,0
E00012321,0,relinquished_account_access_and_operation,train,0.12276717,0
E00094290,0,normal_returning_login_and_normal_usage,train,0.13081428,0
E00152782,1,repeated_attempts_before_success,train,0.99616444,1
E00088471,0,normal_returning_login_and_normal_usage,train,0.09906362,0
E00103352,0,legitimate_travel_or_device_change_login,train,0.004051945,0
E00030543,0,normal_returning_login_and_normal_usage,train,0.051435933,0
E00138830,0,suspicious_downstream_misuse_after_successful_access,train,0.101941995,0
E00029743,0,legitimate_travel_or_device_change_login,train,0.004404253,0
E00014790,0,normal_returning_login_and_normal_usage,train,0.044511933,0
E00101186,0,normal_returning_login_and_normal_usage,train,0.08283992,0
E00101541,1,relinquished_account_access_and_operation,train,0.1345921,0
E00045809,1,social_engineering_or_malicious_approval,train,0.94131184,1
E00034933,0,normal_returning_login_and_normal_usage,train,0.13771965,0
E00138058,0,normal_returning_login_and_normal_usage,train,0.13803539,0
E00079166,0,normal_returning_login_and_normal_usage,train,0.06622259,0
E00068977,0,legitimate_first_time_or_infrequent_service_usage,train,0.090327986,0
E00022764,1,social_engineering_or_malicious_approval,train,0.93193555,1
E00063494,0,legitimate_travel_or_device_change_login,train,0.0037494774,0
E00062038,0,normal_returning_login_and_normal_usage,train,0.056109257,0
E00116252,0,normal_returning_login_and_normal_usage,train,0.10690557,0
E00022175,1,remote_control_or_device_compromise_access,train,0.99562645,1
E00007863,0,suspicious_downstream_misuse_after_successful_access,train,0.06474523,0
E00079599,0,legitimate_first_time_or_infrequent_service_usage,train,0.11172631,0
E00143131,0,normal_returning_login_and_normal_usage,train,0.11690635,0
E00041823,0,normal_returning_login_and_normal_usage,train,0.11098362,0
E00144492,0,normal_returning_login_and_normal_usage,train,0.097444415,0
E00028523,0,legitimate_travel_or_device_change_login,train,0.0038999263,0
E00041389,0,suspicious_downstream_misuse_after_successful_access,train,0.09858009,0
E00076389,1,relinquished_account_access_and_operation,train,0.23229739,0
E00085428,0,legitimate_first_time_or_infrequent_service_usage,train,0.06285036,0
E00126236,1,remote_control_or_device_compromise_access,train,0.996176,1
E00113497,0,normal_returning_login_and_normal_usage,train,0.09479145,0
E00131600,0,normal_returning_login_and_normal_usage,train,0.114598535,0
E00014815,0,normal_returning_login_and_normal_usage,train,0.112160146,0
E00001967,0,normal_returning_login_and_normal_usage,train,0.08786155,0
E00025823,0,normal_returning_login_and_normal_usage,train,0.10274918,0
E00106707,0,legitimate_travel_or_device_change_login,train,0.004063513,0
E00129020,0,normal_returning_login_and_normal_usage,train,0.13391282,0
E00033636,1,social_engineering_or_malicious_approval,train,0.9238996,1
E00138654,0,normal_returning_login_and_normal_usage,train,0.14852124,0
E00024207,1,remote_control_or_device_compromise_access,train,0.99699366,1
E00044609,0,normal_returning_login_and_normal_usage,train,0.15190318,0
E00103844,0,normal_returning_login_and_normal_usage,train,0.047890145,0
E00029016,0,normal_returning_login_and_normal_usage,train,0.09418653,0
E00133865,0,legitimate_travel_or_device_change_login,train,0.0035383047,0
E00054291,1,repeated_attempts_before_success,train,0.9991036,1
E00099946,0,normal_returning_login_and_normal_usage,train,0.06281715,0
E00128539,0,normal_returning_login_and_normal_usage,train,0.04390114,0
E00056558,0,normal_returning_login_and_normal_usage,train,0.13149612,0
E00010969,1,repeated_attempts_before_success,train,0.9987049,1
E00115831,0,normal_returning_login_and_normal_usage,train,0.11028681,0
E00080735,0,legitimate_travel_or_device_change_login,train,0.004313119,0
E00152862,0,suspicious_downstream_misuse_after_successful_access,train,0.05800552,0
E00087186,1,remote_control_or_device_compromise_access,train,0.9963575,1
E00085517,0,legitimate_travel_or_device_change_login,train,0.0037081812,0
E00029424,0,relinquished_account_access_and_operation,train,0.1301214,0
E00086554,1,social_engineering_or_malicious_approval,train,0.92967457,1
E00118462,0,normal_returning_login_and_normal_usage,train,0.11256409,0
E00144271,0,normal_returning_login_and_normal_usage,train,0.09527994,0
E00002990,0,normal_returning_login_and_normal_usage,train,0.10852923,0
E00020214,0,normal_returning_login_and_normal_usage,train,0.10359106,0
E00082922,0,normal_returning_login_and_normal_usage,train,0.07578885,0
E00027593,1,remote_control_or_device_compromise_access,train,0.9975775,1
E00107910,0,legitimate_travel_or_device_change_login,train,0.004019501,0
E00063155,0,legitimate_travel_or_device_change_login,train,0.0035817828,0
E00137554,0,normal_returning_login_and_normal_usage,train,0.050115168,0
E00107539,0,suspicious_downstream_misuse_after_successful_access,train,0.061120715,0
E00065768,1,social_engineering_or_malicious_approval,train,0.93621904,1
E00147774,1,remote_control_or_device_compromise_access,train,0.9973123,1
E00102014,0,legitimate_travel_or_device_change_login,train,0.003020734,0
E00028664,0,normal_returning_login_and_normal_usage,train,0.04429978,0
E00024791,0,suspicious_downstream_misuse_after_successful_access,train,0.0732234,0
E00056554,0,normal_returning_login_and_normal_usage,train,0.104071125,0
E00092495,0,normal_returning_login_and_normal_usage,train,0.079542086,0
E00004414,0,legitimate_first_time_or_infrequent_service_usage,train,0.1242293,0
E00011080,0,normal_returning_login_and_normal_usage,train,0.102820896,0
E00061217,0,legitimate_travel_or_device_change_login,train,0.0060349465,0
E00111802,1,remote_control_or_device_compromise_access,train,0.99820065,1
E00115965,0,normal_returning_login_and_normal_usage,train,0.05936283,0
E00028830,0,normal_returning_login_and_normal_usage,train,0.05442615,0
E00115009,0,normal_returning_login_and_normal_usage,train,0.051204767,0
E00022531,0,normal_returning_login_and_normal_usage,train,0.097959325,0
E00011384,0,normal_returning_login_and_normal_usage,train,0.037251595,0
E00019581,1,repeated_attempts_before_success,train,0.9991773,1
E00149975,0,normal_returning_login_and_normal_usage,train,0.07848382,0
E00074581,0,normal_returning_login_and_normal_usage,train,0.10998107,0
E00049924,0,normal_returning_login_and_normal_usage,train,0.19434984,0
E00102539,0,normal_returning_login_and_normal_usage,train,0.15602174,0
E00027989,1,social_engineering_or_malicious_approval,train,0.93460524,1
E00144417,0,normal_returning_login_and_normal_usage,train,0.07169786,0
E00111949,0,normal_returning_login_and_normal_usage,train,0.21769065,0
E00000791,0,normal_returning_login_and_normal_usage,train,0.1813057,0
E00084047,0,normal_returning_login_and_normal_usage,train,0.23838422,0
E00096587,0,normal_returning_login_and_normal_usage,train,0.12668478,0
E00068955,0,legitimate_travel_or_device_change_login,train,0.0057834946,0
E00142380,0,normal_returning_login_and_normal_usage,train,0.08559298,0
E00064093,0,normal_returning_login_and_normal_usage,train,0.25968304,0
E00132165,0,normal_returning_login_and_normal_usage,train,0.056746725,0
E00094030,0,relinquished_account_access_and_operation,train,0.093575485,0
E00022142,0,normal_returning_login_and_normal_usage,train,0.13359345,0
E00017912,0,normal_returning_login_and_normal_usage,train,0.11912076,0
E00138160,1,remote_control_or_device_compromise_access,train,0.99615896,1
E00091439,0,normal_returning_login_and_normal_usage,train,0.07157449,0
E00072989,0,normal_returning_login_and_normal_usage,train,0.06177072,0
E00127750,0,normal_returning_login_and_normal_usage,train,0.11825619,0
E00032974,1,social_engineering_or_malicious_approval,train,0.94547653,1
E00154959,0,normal_returning_login_and_normal_usage,train,0.10754395,0
E00035831,0,normal_returning_login_and_normal_usage,train,0.17752802,0
E00071137,0,normal_returning_login_and_normal_usage,train,0.079957075,0
E00153010,0,normal_returning_login_and_normal_usage,train,0.079720125,0
E00065132,0,normal_returning_login_and_normal_usage,train,0.09060117,0
E00143245,0,normal_returning_login_and_normal_usage,train,0.10498007,0
E00054156,1,remote_control_or_device_compromise_access,train,0.99733526,1
E00125460,0,normal_returning_login_and_normal_usage,train,0.12977149,0
E00046572,0,normal_returning_login_and_normal_usage,train,0.09831372,0
E00121476,0,normal_returning_login_and_normal_usage,train,0.15744573,0
E00048582,0,legitimate_first_time_or_infrequent_service_usage,train,0.13567771,0
E00020109,0,normal_returning_login_and_normal_usage,train,0.10734295,0
E00132981,0,normal_returning_login_and_normal_usage,train,0.1227946,0
E00152989,0,normal_returning_login_and_normal_usage,train,0.084019765,0
E00126040,0,normal_returning_login_and_normal_usage,train,0.03497814,0
E00004907,0,relinquished_account_access_and_operation,train,0.09235148,0
E00069700,0,normal_returning_login_and_normal_usage,train,0.062014904,0
E00137807,0,normal_returning_login_and_normal_usage,train,0.10657166,0
E00088360,1,remote_control_or_device_compromise_access,train,0.997712,1
E00038723,0,relinquished_account_access_and_operation,train,0.113556236,0
E00113511,0,normal_returning_login_and_normal_usage,train,0.09971599,0
E00006990,0,normal_returning_login_and_normal_usage,train,0.088093504,0
E00120946,0,normal_returning_login_and_normal_usage,train,0.13936754,0
E00064941,0,normal_returning_login_and_normal_usage,train,0.12383013,0
E00051093,0,normal_returning_login_and_normal_usage,train,0.09829656,0
E00046131,0,normal_returning_login_and_normal_usage,train,0.096139275,0
E00111716,0,relinquished_account_access_and_operation,train,0.15521681,0
E00057019,0,normal_returning_login_and_normal_usage,train,0.047388382,0
E00012849,0,normal_returning_login_and_normal_usage,train,0.08294809,0
E00125989,0,normal_returning_login_and_normal_usage,train,0.13285445,0
E00040042,0,normal_returning_login_and_normal_usage,train,0.10130986,0
E00062939,0,normal_returning_login_and_normal_usage,train,0.13507007,0
E00115223,0,normal_returning_login_and_normal_usage,train,0.08907571,0
E00005459,0,normal_returning_login_and_normal_usage,train,0.04974566,0
E00021706,0,legitimate_travel_or_device_change_login,train,0.001790248,0
E00096870,1,remote_control_or_device_compromise_access,train,0.99749255,1
E00102759,0,normal_returning_login_and_normal_usage,train,0.10431738,0
E00057493,0,normal_returning_login_and_normal_usage,train,0.14772215,0
E00089320,0,relinquished_account_access_and_operation,train,0.2148096,0
E00088489,0,normal_returning_login_and_normal_usage,train,0.10599906,0
E00040564,0,normal_returning_login_and_normal_usage,train,0.11699024,0
E00098923,1,remote_control_or_device_compromise_access,train,0.9966125,1
E00125705,0,normal_returning_login_and_normal_usage,train,0.053942453,0
E00010081,0,normal_returning_login_and_normal_usage,train,0.10203376,0
E00116864,0,normal_returning_login_and_normal_usage,train,0.08522407,0
E00082591,0,normal_returning_login_and_normal_usage,train,0.08239941,0
E00143529,0,normal_returning_login_and_normal_usage,train,0.10555536,0
E00001533,0,normal_returning_login_and_normal_usage,train,0.06217163,0
E00018781,0,social_engineering_or_malicious_approval,train,0.94445044,1
E00079909,0,normal_returning_login_and_normal_usage,train,0.09034722,0
E00050188,0,normal_returning_login_and_normal_usage,train,0.14946117,0
E00045835,0,normal_returning_login_and_normal_usage,train,0.045512255,0
E00070635,0,normal_returning_login_and_normal_usage,train,0.11178903,0
E00138640,0,normal_returning_login_and_normal_usage,train,0.075477645,0
E00150574,1,social_engineering_or_malicious_approval,train,0.93183607,1
E00128112,0,normal_returning_login_and_normal_usage,train,0.04023855,0
E00036710,0,normal_returning_login_and_normal_usage,train,0.10834345,0
E00054713,0,relinquished_account_access_and_operation,train,0.15715824,0
E00138474,0,legitimate_travel_or_device_change_login,train,0.004591093,0
E00003129,0,normal_returning_login_and_normal_usage,train,0.094776385,0
E00122603,0,normal_returning_login_and_normal_usage,train,0.17856233,0
E00006622,0,normal_returning_login_and_normal_usage,train,0.12810789,0
E00139623,0,normal_returning_login_and_normal_usage,train,0.14696951,0
E00126933,0,normal_returning_login_and_normal_usage,train,0.12700179,0
E00048503,0,normal_returning_login_and_normal_usage,train,0.051542334,0
E00111198,0,normal_returning_login_and_normal_usage,train,0.046747778,0
E00116193,0,legitimate_travel_or_device_change_login,train,0.006860512,0
E00010005,0,legitimate_travel_or_device_change_login,train,0.002958461,0
E00137436,0,normal_returning_login_and_normal_usage,train,0.09281672,0
E00121889,0,normal_returning_login_and_normal_usage,train,0.07745135,0
E00033358,0,normal_returning_login_and_normal_usage,train,0.12049978,0
E00142502,0,normal_returning_login_and_normal_usage,train,0.19837683,0
E00152116,1,remote_control_or_device_compromise_access,train,0.99711204,1
E00043291,0,normal_returning_login_and_normal_usage,train,0.112441994,0
E00121362,0,normal_returning_login_and_normal_usage,train,0.0114988275,0
E00051661,0,normal_returning_login_and_normal_usage,train,0.058259655,0
E00117333,0,normal_returning_login_and_normal_usage,train,0.12268973,0
E00135345,0,normal_returning_login_and_normal_usage,train,0.09819095,0
E00144971,0,normal_returning_login_and_normal_usage,train,0.08662039,0
E00010226,1,social_engineering_or_malicious_approval,train,0.9472273,1
E00025223,0,normal_returning_login_and_normal_usage,train,0.08614757,0
E00051792,1,social_engineering_or_malicious_approval,train,0.930167,1
E00102564,0,normal_returning_login_and_normal_usage,train,0.10085903,0
E00005647,0,relinquished_account_access_and_operation,train,0.07775001,0
E00017689,0,normal_returning_login_and_normal_usage,train,0.0717521,0
E00012812,0,legitimate_travel_or_device_change_login,train,0.0032679993,0
E00008704,0,legitimate_travel_or_device_change_login,train,0.0059890784,0
E00120172,1,remote_control_or_device_compromise_access,train,0.99605346,1
E00041851,0,normal_returning_login_and_normal_usage,train,0.16233093,0
E00034921,1,relinquished_account_access_and_operation,train,0.189208,0
E00129911,0,relinquished_account_access_and_operation,train,0.05891059,0
E00148614,0,normal_returning_login_and_normal_usage,train,0.061033648,0
E00124395,0,normal_returning_login_and_normal_usage,train,0.08475298,0
E00091432,0,normal_returning_login_and_normal_usage,train,0.09626239,0
E00038738,0,normal_returning_login_and_normal_usage,train,0.11388191,0
E00137458,0,suspicious_downstream_misuse_after_successful_access,train,0.12243744,0
E00075609,0,suspicious_downstream_misuse_after_successful_access,train,0.089487255,0
E00149249,0,normal_returning_login_and_normal_usage,train,0.08868191,0
E00038964,0,legitimate_travel_or_device_change_login,train,0.0032622358,0
E00038184,1,remote_control_or_device_compromise_access,train,0.9952656,1
E00094255,1,social_engineering_or_malicious_approval,train,0.9416188,1
E00101906,0,relinquished_account_access_and_operation,train,0.1297217,0
E00072100,1,remote_control_or_device_compromise_access,train,0.99520135,1
E00051201,0,legitimate_travel_or_device_change_login,train,0.0038647803,0
E00154650,0,normal_returning_login_and_normal_usage,train,0.0687571,0
E00114429,1,remote_control_or_device_compromise_access,train,0.9933501,1
E00025664,0,normal_returning_login_and_normal_usage,train,0.08850487,0
E00148552,0,normal_returning_login_and_normal_usage,train,0.11441147,0
E00109780,0,normal_returning_login_and_normal_usage,train,0.15070695,0
E00032446,0,normal_returning_login_and_normal_usage,train,0.084767066,0
E00005294,0,normal_returning_login_and_normal_usage,train,0.07562716,0
E00108772,0,normal_returning_login_and_normal_usage,train,0.09914076,0
E00136434,1,repeated_attempts_before_success,train,0.9990362,1
E00013373,0,normal_returning_login_and_normal_usage,train,0.11189597,0
E00077175,0,legitimate_travel_or_device_change_login,train,0.0037963416,0
E00005121,0,normal_returning_login_and_normal_usage,train,0.11731523,0
E00006765,0,normal_returning_login_and_normal_usage,train,0.084508575,0
E00123859,0,legitimate_travel_or_device_change_login,train,0.00579208,0
E00019675,0,normal_returning_login_and_normal_usage,train,0.12763242,0
E00008056,0,legitimate_travel_or_device_change_login,train,0.0041794744,0
E00006051,0,normal_returning_login_and_normal_usage,train,0.09887758,0
E00148155,0,suspicious_downstream_misuse_after_successful_access,train,0.07358239,0
E00106061,0,legitimate_travel_or_device_change_login,train,0.004012732,0
E00140064,0,normal_returning_login_and_normal_usage,train,0.04592879,0
E00061615,1,repeated_attempts_before_success,train,0.99915326,1
E00094957,1,relinquished_account_access_and_operation,train,0.08265237,0
E00073524,0,normal_returning_login_and_normal_usage,train,0.07022688,0
E00150151,0,normal_returning_login_and_normal_usage,train,0.119505264,0
E00094351,0,normal_returning_login_and_normal_usage,train,0.079753414,0
E00082529,1,remote_control_or_device_compromise_access,train,0.9960193,1
E00087747,0,normal_returning_login_and_normal_usage,train,0.10036283,0
E00018300,0,legitimate_first_time_or_infrequent_service_usage,train,0.08699809,0
E00002795,0,normal_returning_login_and_normal_usage,train,0.11970334,0
E00105398,1,remote_control_or_device_compromise_access,train,0.9974087,1
E00098743,0,legitimate_travel_or_device_change_login,train,0.0020887156,0
E00063198,0,legitimate_travel_or_device_change_login,train,0.0031401422,0
E00113059,0,normal_returning_login_and_normal_usage,train,0.06697136,0
E00031212,0,normal_returning_login_and_normal_usage,train,0.07998373,0
E00064706,1,relinquished_account_access_and_operation,train,0.13406298,0
E00069576,0,normal_returning_login_and_normal_usage,train,0.12032444,0
E00094584,0,normal_returning_login_and_normal_usage,train,0.097616926,0
E00077350,1,social_engineering_or_malicious_approval,train,0.92693955,1
E00057092,0,normal_returning_login_and_normal_usage,train,0.08029333,0
E00096661,1,relinquished_account_access_and_operation,train,0.14921992,0
E00036970,0,normal_returning_login_and_normal_usage,train,0.0479244,0
E00048197,0,normal_returning_login_and_normal_usage,train,0.056312736,0
E00111782,0,normal_returning_login_and_normal_usage,train,0.04795835,0
E00128239,0,normal_returning_login_and_normal_usage,train,0.19104435,0
E00082522,0,normal_returning_login_and_normal_usage,train,0.16925952,0
E00151455,0,normal_returning_login_and_normal_usage,train,0.06741501,0
E00054553,0,relinquished_account_access_and_operation,train,0.035799216,0
E00144912,0,normal_returning_login_and_normal_usage,train,0.04123939,0
E00117808,1,remote_control_or_device_compromise_access,train,0.99722725,1
E00062229,0,legitimate_travel_or_device_change_login,train,0.0045562913,0
E00089233,1,social_engineering_or_malicious_approval,train,0.92373925,1
E00065370,0,normal_returning_login_and_normal_usage,train,0.12009235,0
E00096503,0,legitimate_travel_or_device_change_login,train,0.0041643414,0
E00075757,0,normal_returning_login_and_normal_usage,train,0.12995294,0
E00135547,0,normal_returning_login_and_normal_usage,train,0.06888635,0
E00056296,0,legitimate_travel_or_device_change_login,train,0.004636476,0
E00146163,1,social_engineering_or_malicious_approval,train,0.9462813,1
E00009543,0,normal_returning_login_and_normal_usage,train,0.10460157,0
E00105709,0,normal_returning_login_and_normal_usage,train,0.05879169,0
E00142373,0,legitimate_first_time_or_infrequent_service_usage,train,0.05614202,0
E00047214,0,normal_returning_login_and_normal_usage,train,0.079753205,0
E00021311,1,social_engineering_or_malicious_approval,train,0.9304356,1
E00033771,0,normal_returning_login_and_normal_usage,train,0.12780598,0
E00063447,0,normal_returning_login_and_normal_usage,train,0.06249495,0
E00127408,0,legitimate_first_time_or_infrequent_service_usage,train,0.101840645,0
E00056080,0,suspicious_downstream_misuse_after_successful_access,train,0.08629819,0
E00144053,1,relinquished_account_access_and_operation,train,0.35006922,0
E00014830,0,normal_returning_login_and_normal_usage,train,0.15165107,0
E00111261,0,normal_returning_login_and_normal_usage,train,0.0145182265,0
E00121516,0,normal_returning_login_and_normal_usage,train,0.06585162,0
E00090536,0,suspicious_downstream_misuse_after_successful_access,train,0.051374946,0
E00137475,0,normal_returning_login_and_normal_usage,train,0.045053612,0
E00029651,0,normal_returning_login_and_normal_usage,train,0.18315731,0
E00137373,0,legitimate_travel_or_device_change_login,train,0.022261674,0
E00026650,0,normal_returning_login_and_normal_usage,train,0.089212604,0
E00136273,0,normal_returning_login_and_normal_usage,train,0.09842639,0
E00047241,0,legitimate_travel_or_device_change_login,train,0.0034551106,0
