device_id,device_first_seen_at,os_type,os_version,app_version,biometric_capable_flag,device_status,rooted_or_compromised_flag,emulator_flag
D001144,2024-04-07 13:56:00,android,17,13.0.1,True,active,False,False
D001145,2024-10-07 14:07:00,ios,17.4,12.3.2,True,active,False,False
D001146,2024-03-24 11:52:00,android,14,12.1.0,True,active,False,False
D001147,2024-09-04 15:22:00,ios,17.4,12.1.0,True,active,False,False
D001148,2024-11-18 10:41:00,ios,14,12.3.2,True,active,False,False
D001149,2025-05-26 11:52:00,android,15,13.0.1,True,active,False,False
D001150,2025-12-16 18:58:00,ios,15,12.1.0,True,active,False,False
D001151,2023-04-17 12:50:00,android,14,12.1.0,True,active,False,False
D001152,2025-04-16 06:58:00,android,17,12.3.2,True,active,False,False
D001153,2024-04-12 09:56:00,android,15,12.3.2,True,active,False,False
D001154,2024-04-20 05:27:00,android,16,12.3.2,True,inactive,False,False
D001155,2024-05-06 00:59:00,ios,17.4,13.0.1,True,inactive,False,False
D001156,2024-11-22 14:36:00,ios,17.4,12.3.2,True,active,False,False
D001157,2024-07-17 00:14:00,android,17.4,12.3.2,False,inactive,False,False
D001158,2023-08-17 20:30:00,ios,16,13.0.1,True,active,False,False
D001159,2025-09-12 16:48:00,ios,17,12.3.2,True,active,False,False
D001160,2023-06-06 06:22:00,ios,14,12.3.2,True,active,False,False
D001161,2025-04-08 02:18:00,ios,14,12.3.2,True,active,False,False
D001162,2024-04-22 23:05:00,android,14,13.0.1,True,active,False,False
D001163,2026-02-28 21:52:00,ios,14,13.0.1,True,active,False,False
D001164,2026-02-27 19:53:00,ios,14,12.1.0,True,active,False,False
D001165,2025-09-29 13:29:00,ios,16,12.3.2,True,active,False,False
D001166,2026-02-12 20:51:00,ios,17.4,12.3.2,False,active,False,False
D001167,2024-11-04 13:35:00,ios,15,12.3.2,True,active,False,False
D001168,2024-12-02 20:57:00,android,17,13.0.1,True,active,False,False
D001169,2023-05-14 01:45:00,android,16,12.3.2,True,active,False,False
D001170,2023-02-02 06:46:00,ios,17,12.1.0,True,active,False,False
D001171,2024-09-06 20:46:00,android,14,12.3.2,True,active,False,False
D001172,2025-01-29 14:07:00,android,17,12.3.2,True,active,False,False
D001173,2024-04-02 14:29:00,ios,15,12.1.0,True,active,False,False
D001174,2023-05-08 13:08:00,android,14,12.1.0,True,active,False,False
D001175,2026-04-06 00:43:00,ios,17,12.3.2,False,active,False,False
D001176,2023-06-27 02:13:00,android,15,12.1.0,True,active,False,False
D001177,2025-02-12 17:37:00,android,15,13.0.1,True,active,False,False
D001178,2025-08-18 15:45:00,android,16,12.3.2,False,active,False,False
D001179,2026-03-29 16:24:00,ios,17,12.3.2,False,active,False,False
D001180,2023-10-14 10:00:00,android,14,13.0.1,True,active,False,False
D001181,2023-04-18 21:11:00,android,15,12.1.0,True,active,False,False
D001182,2023-12-27 22:16:00,android,17,12.1.0,False,active,False,False
D001183,2024-03-11 00:20:00,android,17,13.0.1,True,active,False,False
D001184,2025-06-29 15:56:00,android,17,12.3.2,True,active,True,False
D001185,2024-08-10 21:28:00,ios,14,12.3.2,True,active,False,False
D001186,2023-09-07 04:30:00,ios,16,12.1.0,True,active,False,False
D001187,2023-12-08 06:55:00,ios,14,13.0.1,True,active,False,False
D001188,2025-12-21 04:29:00,android,17,12.1.0,True,active,False,False
D001189,2025-02-20 08:28:00,android,17,12.3.2,True,inactive,False,False
D001190,2025-06-08 15:21:00,ios,14,13.0.1,True,active,False,False
D001191,2023-06-04 18:47:00,ios,16,12.1.0,True,active,False,False
D001192,2023-06-18 05:37:00,ios,14,12.1.0,True,active,False,False
D001193,2025-03-09 04:38:00,android,17,12.1.0,True,active,False,False
D001194,2023-04-12 05:47:00,android,17,12.3.2,False,active,False,False
D001195,2025-12-17 16:37:00,android,15,13.0.1,True,active,False,False
D001196,2025-01-10 07:59:00,ios,16,12.1.0,True,active,False,False
D001197,2023-10-22 15:44:00,ios,16,12.3.2,True,active,False,False
D001198,2025-01-09 14:58:00,android,15,12.3.2,True,active,False,False
D001199,2023-04-11 15:39:00,ios,14,13.0.1,True,flagged,False,False
D001200,2024-08-23 01:29:00,ios,17,13.0.1,True,active,False,False
D001201,2023-12-24 20:00:00,ios,17.4,12.1.0,True,active,False,False
D001202,2023-07-23 12:39:00,android,17,12.1.0,True,active,False,False
D001203,2024-04-29 15:53:00,android,15,12.1.0,True,active,False,False
D001204,2024-10-04 15:53:00,android,17.4,12.1.0,True,active,False,False
D001205,2025-07-11 07:04:00,android,17,13.0.1,True,active,False,False
D001206,2024-04-02 23:21:00,android,15,13.0.1,True,active,False,False
D001207,2023-08-07 22:10:00,android,14,13.0.1,False,active,False,False
D001208,2025-02-15 19:57:00,android,14,13.0.1,True,active,False,False
D001209,2025-06-08 12:45:00,ios,15,12.3.2,True,active,False,False
D001210,2024-06-12 21:05:00,ios,17.4,12.1.0,True,active,False,False
D001211,2023-05-06 10:30:00,android,17.4,12.1.0,True,active,False,False
D001212,2023-10-22 05:52:00,ios,17,12.1.0,True,active,False,False
D001213,2023-05-05 09:57:00,android,16,13.0.1,True,active,False,False
D001214,2024-03-08 11:19:00,ios,14,12.3.2,True,active,False,False
D001215,2025-09-28 02:16:00,android,17,12.3.2,True,active,False,False
D001216,2023-04-06 19:53:00,ios,17.4,12.1.0,True,active,False,False
D001217,2025-04-16 06:53:00,ios,17.4,12.3.2,True,active,False,False
D001218,2024-08-29 00:40:00,ios,15,13.0.1,True,active,False,False
D001219,2023-12-28 03:15:00,android,15,13.0.1,True,active,False,False
D001220,2023-11-07 16:33:00,ios,17.4,13.0.1,True,active,False,False
D001221,2025-06-27 09:36:00,android,15,13.0.1,True,active,True,False
D001222,2025-12-15 03:38:00,android,15,13.0.1,True,active,False,False
D001223,2023-01-06 22:55:00,android,14,12.1.0,True,active,False,False
D001224,2023-03-14 18:27:00,android,14,13.0.1,True,active,True,False
D001225,2024-01-13 11:08:00,ios,17,13.0.1,True,active,False,False
D001226,2025-07-10 08:09:00,ios,15,12.3.2,True,active,False,False
D001227,2025-11-13 15:58:00,ios,17.4,12.1.0,True,active,False,False
D001228,2024-03-02 18:31:00,android,15,12.1.0,True,active,False,False
D001229,2025-10-05 12:22:00,ios,14,12.1.0,True,active,False,False
D001230,2025-07-13 09:33:00,android,17.4,12.1.0,True,active,False,False
D001231,2025-10-30 17:49:00,android,17.4,12.1.0,True,active,False,False
D001232,2023-03-04 16:40:00,ios,14,13.0.1,True,active,False,False
D001233,2024-06-17 09:49:00,ios,17,13.0.1,True,active,False,False
D001234,2023-02-20 08:54:00,android,14,12.1.0,True,active,False,False
D001235,2025-06-22 19:15:00,ios,14,13.0.1,True,active,False,False
D001236,2024-04-23 04:12:00,ios,15,12.3.2,True,replaced,False,False
D001237,2024-09-30 23:07:00,ios,17,12.1.0,True,active,False,False
D001238,2024-01-21 20:53:00,ios,14,13.0.1,True,active,False,False
D001239,2023-12-03 21:51:00,android,15,12.1.0,True,active,False,False
D001240,2023-08-01 02:31:00,ios,15,13.0.1,True,active,False,False
D001241,2024-02-28 19:21:00,android,14,12.1.0,True,active,False,False
D001242,2024-03-13 23:42:00,android,17,13.0.1,True,active,False,False
D001243,2025-09-28 23:12:00,android,14,13.0.1,True,inactive,True,False
D001244,2024-05-08 07:55:00,ios,17,12.3.2,True,active,False,False
D001245,2025-06-17 13:01:00,android,15,13.0.1,True,active,False,False
D001246,2023-06-24 06:23:00,ios,15,12.1.0,True,replaced,False,False
D001247,2025-01-01 02:18:00,android,17,12.3.2,True,active,False,False
D001248,2023-10-28 01:55:00,android,15,12.1.0,True,active,False,False
D001249,2026-03-04 21:27:00,android,16,12.3.2,True,active,False,False
D001250,2025-10-03 10:43:00,ios,17.4,13.0.1,False,active,False,False
D001251,2025-03-01 21:44:00,ios,17,12.3.2,True,active,False,False
D001252,2025-02-20 13:27:00,ios,15,12.3.2,True,active,False,False
D001253,2024-08-07 09:39:00,android,16,12.3.2,True,active,False,False
D001254,2025-08-21 20:48:00,ios,17.4,12.1.0,True,active,False,False
D001255,2024-04-16 21:12:00,ios,15,12.1.0,True,replaced,False,False
D001256,2024-04-12 22:57:00,ios,16,12.1.0,True,inactive,False,False
D001257,2023-01-22 16:12:00,ios,16,12.3.2,True,active,False,False
D001258,2025-09-04 03:27:00,ios,17.4,13.0.1,True,active,False,False
D001259,2023-12-25 00:30:00,ios,17.4,12.1.0,True,active,False,False
D001260,2026-01-14 00:27:00,ios,14,12.3.2,True,active,False,False
D001261,2025-09-08 21:18:00,android,17,12.3.2,True,active,False,False
D001262,2024-06-08 11:34:00,android,14,13.0.1,True,active,False,False
D001263,2023-10-30 15:50:00,ios,16,12.1.0,True,active,False,False
D001264,2024-06-29 23:17:00,android,17,12.3.2,True,active,False,False
D001265,2025-01-19 06:18:00,android,15,12.3.2,True,active,False,False
D001266,2025-08-31 02:57:00,ios,15,12.3.2,True,active,False,False
D001267,2023-03-18 09:05:00,android,14,12.3.2,True,active,False,False
D001268,2024-12-04 20:56:00,android,15,12.3.2,True,active,False,False
D001269,2023-07-30 07:56:00,android,17.4,12.1.0,True,active,False,False
D001270,2023-09-09 17:37:00,android,15,13.0.1,True,active,False,False
D001271,2025-03-10 09:49:00,ios,17,13.0.1,True,active,False,False
D001272,2023-03-20 13:55:00,android,15,13.0.1,True,active,False,False
D001273,2026-03-21 18:17:00,ios,16,12.1.0,True,active,False,False
D001274,2023-04-28 06:11:00,android,14,12.3.2,True,active,False,False
D001275,2025-02-23 09:20:00,android,17.4,12.1.0,True,active,False,False
D001276,2024-07-25 00:25:00,ios,15,12.1.0,True,active,False,False
D001277,2024-11-04 16:11:00,ios,17,12.1.0,True,replaced,False,False
D001278,2025-05-15 14:19:00,android,17.4,12.1.0,True,active,False,False
D001279,2025-04-18 09:00:00,ios,17,12.3.2,True,active,False,False
D001280,2023-05-09 20:29:00,android,14,12.1.0,True,active,False,False
D001281,2024-11-13 17:54:00,ios,14,12.3.2,True,active,False,False
D001282,2025-01-12 15:28:00,android,17.4,12.1.0,False,flagged,False,False
D001283,2023-05-19 08:43:00,android,17,13.0.1,True,active,False,False
D001284,2025-04-19 10:33:00,android,15,13.0.1,True,active,False,False
D001285,2025-05-20 04:07:00,ios,17,12.3.2,True,active,False,False
D001286,2025-11-04 06:52:00,ios,16,12.3.2,True,flagged,False,False
D001287,2024-07-20 18:49:00,android,17,12.1.0,True,active,False,False
D001288,2023-09-28 20:20:00,android,14,13.0.1,True,active,False,False
D001289,2023-12-28 16:59:00,ios,17,12.3.2,True,active,False,False
D001290,2024-11-21 19:46:00,android,17,12.1.0,False,active,False,False
D001291,2025-07-02 12:31:00,android,16,13.0.1,True,active,False,False
D001292,2023-10-24 02:03:00,android,17.4,13.0.1,False,active,False,False
D001293,2024-04-21 22:42:00,android,14,12.1.0,True,active,False,False
D001294,2023-03-19 09:34:00,android,14,13.0.1,True,active,False,False
D001295,2025-01-09 18:40:00,ios,16,12.1.0,True,active,False,False
D001296,2024-06-27 07:54:00,ios,17.4,12.3.2,True,active,False,False
D001297,2025-02-11 14:41:00,ios,14,12.1.0,True,active,False,False
D001298,2024-04-06 10:33:00,ios,17,12.3.2,True,active,False,False
D001299,2023-07-01 13:09:00,ios,16,12.3.2,True,active,False,False
D001300,2025-08-17 10:16:00,android,14,12.1.0,True,inactive,False,False
D001301,2024-05-09 05:24:00,ios,17,12.3.2,True,active,False,False
D001302,2025-10-20 02:00:00,ios,15,13.0.1,True,active,False,False
D001303,2024-02-13 17:01:00,ios,16,12.1.0,True,active,False,False
D001304,2023-11-01 15:55:00,android,17,13.0.1,True,active,False,False
D001305,2026-01-27 02:10:00,ios,16,13.0.1,True,active,False,False
D001306,2025-08-06 16:46:00,ios,17,13.0.1,True,active,False,False
D001307,2025-01-25 09:37:00,ios,14,12.1.0,True,active,False,False
D001308,2024-05-09 22:19:00,android,17.4,12.3.2,True,active,False,False
D001309,2025-03-01 20:55:00,ios,16,12.1.0,False,active,False,False
D001310,2023-01-09 13:36:00,ios,15,13.0.1,False,active,False,False
D001311,2023-08-20 01:18:00,android,17,13.0.1,False,active,False,False
D001312,2024-09-20 01:50:00,ios,17.4,13.0.1,True,active,False,False
D001313,2024-02-05 22:48:00,android,16,13.0.1,True,active,False,False
D001314,2024-12-21 16:44:00,ios,16,12.1.0,True,active,False,False
D001315,2024-08-23 03:07:00,android,16,12.1.0,True,active,False,False
D001316,2024-05-27 03:23:00,android,15,13.0.1,True,inactive,False,False
D001317,2026-03-28 03:51:00,android,17.4,12.1.0,False,replaced,False,False
D001318,2026-03-03 16:54:00,android,17.4,12.3.2,True,active,False,False
D001319,2025-04-21 01:00:00,android,17,13.0.1,False,flagged,False,False
D001320,2023-08-03 19:33:00,ios,17.4,12.3.2,True,active,False,False
D001321,2024-12-21 04:17:00,android,15,13.0.1,True,active,False,False
D001322,2024-07-30 11:05:00,android,17,12.3.2,True,active,False,False
D001323,2024-08-11 02:50:00,ios,16,13.0.1,True,active,False,False
D001324,2025-04-14 17:53:00,ios,16,13.0.1,True,active,False,False
D001325,2026-02-17 02:09:00,android,17,13.0.1,True,active,False,False
D001326,2024-07-03 07:28:00,android,14,12.3.2,True,active,False,False
D001327,2023-05-17 21:46:00,ios,15,12.3.2,True,inactive,False,False
D001328,2025-01-03 03:51:00,android,17,13.0.1,True,active,False,False
D001329,2025-04-17 16:22:00,android,14,13.0.1,True,active,False,False
D001330,2024-11-23 13:12:00,ios,17,12.3.2,True,active,False,False
D001331,2025-07-23 13:31:00,ios,15,13.0.1,True,replaced,False,False
D001332,2023-05-26 14:56:00,ios,17.4,13.0.1,True,active,False,False
D001333,2023-11-13 07:44:00,android,14,12.3.2,True,active,False,False
D001334,2024-05-29 09:31:00,ios,16,12.1.0,True,active,False,False
D001335,2023-04-10 07:17:00,android,14,12.3.2,True,active,False,False
D001336,2023-11-11 08:18:00,ios,17.4,13.0.1,True,active,False,False
D001337,2024-09-29 23:05:00,android,15,13.0.1,True,active,False,False
D001338,2025-05-09 04:49:00,ios,17.4,12.3.2,False,active,False,False
D001339,2026-01-24 03:49:00,android,15,12.1.0,True,active,False,False
D001340,2024-02-18 06:58:00,android,17.4,12.3.2,True,active,False,False
D001341,2024-08-27 04:55:00,ios,14,13.0.1,True,active,False,False
D001342,2023-04-23 11:30:00,android,17,12.1.0,True,active,False,False
D001343,2024-03-31 14:28:00,android,17,13.0.1,True,active,False,False
D001344,2023-08-28 11:53:00,ios,15,12.3.2,True,active,False,False
D001345,2026-02-04 13:20:00,ios,14,12.3.2,True,flagged,False,False
D001346,2024-08-31 04:54:00,ios,17,12.3.2,False,active,False,False
D001347,2024-11-04 02:50:00,ios,17,12.1.0,True,active,False,False
D001348,2025-03-05 22:26:00,android,15,13.0.1,True,active,False,False
D001349,2024-01-28 21:50:00,android,16,12.3.2,True,active,False,False
D001350,2024-03-22 07:24:00,ios,17.4,12.1.0,True,active,False,False
D001351,2023-05-03 04:27:00,ios,14,12.3.2,True,active,False,False
D001352,2024-10-10 04:49:00,ios,17.4,12.3.2,True,active,False,False
D001353,2025-02-01 07:33:00,android,17,13.0.1,True,active,False,False
D001354,2023-07-09 20:32:00,ios,14,12.3.2,True,active,False,False
D001355,2023-04-16 10:25:00,ios,14,12.3.2,True,active,False,False
D001356,2024-03-25 20:39:00,ios,15,13.0.1,True,active,False,False
D001357,2025-10-23 11:18:00,ios,17,13.0.1,True,active,False,False
D001358,2025-03-11 02:59:00,ios,14,12.3.2,True,active,False,False
D001359,2024-04-26 00:29:00,android,17,12.3.2,True,active,False,False
D001360,2025-10-28 08:27:00,android,15,13.0.1,True,active,False,False
D001361,2024-11-19 11:01:00,ios,16,13.0.1,False,active,False,False
D001362,2023-11-13 12:18:00,ios,14,12.1.0,True,active,False,False
D001363,2023-07-26 07:41:00,ios,14,12.1.0,True,active,False,True
D001364,2023-11-15 04:03:00,android,15,12.1.0,True,inactive,False,False
D001365,2023-09-29 11:47:00,android,17.4,12.3.2,True,active,False,False
D001366,2024-07-13 21:25:00,android,15,13.0.1,True,replaced,False,False
D001367,2023-01-03 16:34:00,android,17,12.1.0,True,active,False,False
D001368,2023-08-02 10:59:00,ios,16,13.0.1,True,active,False,False
D001369,2025-11-05 00:01:00,ios,17.4,13.0.1,False,active,False,False
D001370,2024-05-21 15:50:00,android,14,13.0.1,True,active,False,False
D001371,2023-06-12 02:04:00,ios,17,12.1.0,False,flagged,False,False
D001372,2023-11-04 05:41:00,ios,16,13.0.1,True,active,False,False
D001373,2025-10-21 14:12:00,ios,16,12.1.0,True,active,False,False
D001374,2024-11-18 02:18:00,android,15,12.3.2,False,active,False,False
D001375,2026-02-27 14:56:00,android,16,12.3.2,True,active,False,False
D001376,2025-04-23 16:05:00,android,14,12.3.2,True,active,False,False
D001377,2025-02-14 04:23:00,ios,15,12.3.2,True,active,False,False
D001378,2025-09-09 14:45:00,android,16,12.3.2,False,active,False,False
D001379,2024-01-10 18:24:00,android,14,12.3.2,True,active,False,False
D001380,2025-06-20 14:32:00,android,16,12.3.2,True,active,False,False
D001381,2023-04-29 10:31:00,android,17,12.3.2,True,active,False,False
D001382,2023-04-10 03:59:00,ios,16,13.0.1,True,active,False,False
D001383,2024-08-31 17:32:00,ios,17,12.1.0,True,active,False,False
D001384,2024-07-12 22:06:00,ios,16,12.1.0,True,active,False,False
D001385,2025-10-30 14:32:00,ios,17.4,13.0.1,True,active,False,False
D001386,2025-09-21 07:25:00,android,17,12.1.0,True,active,False,False
D001387,2026-04-01 15:51:00,ios,17,12.3.2,True,active,False,False
D001388,2026-02-11 17:39:00,ios,15,13.0.1,True,active,False,False
D001389,2025-05-29 12:18:00,ios,17,12.3.2,True,active,False,False
D001390,2023-03-11 22:52:00,android,17,12.1.0,False,active,True,True
D001391,2023-03-08 18:33:00,ios,14,13.0.1,True,active,False,False
D001392,2023-08-03 14:31:00,ios,15,12.1.0,False,flagged,True,False
D001393,2025-04-28 06:20:00,ios,17.4,12.3.2,True,active,False,False
D001394,2025-11-23 16:16:00,ios,17,12.1.0,True,active,False,False
D001395,2025-05-29 13:24:00,android,15,12.3.2,True,active,False,False
D001396,2023-03-30 19:22:00,android,17.4,12.3.2,True,active,False,False
D001397,2023-06-14 00:07:00,android,15,13.0.1,True,active,False,False
D001398,2024-04-24 01:03:00,android,16,12.1.0,True,active,False,False
D001399,2024-08-10 09:48:00,android,17,13.0.1,True,active,False,False
D001400,2025-09-27 02:38:00,android,16,13.0.1,True,active,False,False
D001401,2024-08-02 17:43:00,android,16,13.0.1,True,active,False,False
D001402,2023-04-01 11:15:00,android,15,12.1.0,True,active,False,False
D001403,2023-06-27 02:16:00,ios,16,12.3.2,True,active,False,False
D001404,2023-11-29 18:56:00,ios,17.4,12.3.2,True,active,True,False
D001405,2025-06-03 02:41:00,ios,16,13.0.1,True,active,False,False
D001406,2024-01-26 13:48:00,android,15,12.3.2,True,active,False,False
D001407,2024-08-30 17:50:00,android,17,12.3.2,True,active,False,False
D001408,2026-02-09 14:55:00,ios,14,12.1.0,True,active,False,False
D001409,2024-10-18 07:25:00,ios,15,12.1.0,True,active,False,False
D001410,2023-11-06 17:03:00,ios,17.4,12.3.2,True,replaced,False,False
D001411,2023-02-25 00:57:00,android,17.4,12.3.2,True,replaced,False,False
D001412,2023-06-01 19:52:00,ios,15,12.1.0,True,active,False,False
D001413,2023-06-03 00:05:00,ios,17.4,12.3.2,True,replaced,False,False
D001414,2024-06-06 13:16:00,android,15,12.1.0,True,active,False,False
D001415,2025-03-01 17:45:00,android,16,13.0.1,True,active,False,False
D001416,2025-06-05 02:09:00,ios,17.4,13.0.1,True,active,False,False
D001417,2023-09-11 01:57:00,ios,17,12.1.0,True,active,False,False
D001418,2025-01-08 12:39:00,android,17.4,12.3.2,True,flagged,False,False
D001419,2025-01-31 18:45:00,android,14,12.3.2,True,active,False,False
D001420,2024-07-02 18:08:00,ios,17.4,12.3.2,True,active,False,False
D001421,2026-01-26 14:09:00,ios,16,12.1.0,True,active,False,False
D001422,2023-04-19 01:42:00,android,17.4,12.3.2,True,replaced,False,False
D001423,2025-10-08 04:15:00,ios,17,13.0.1,True,active,False,False
D001424,2024-12-14 03:05:00,android,17.4,13.0.1,True,active,False,False
D001425,2024-04-30 01:07:00,android,14,12.1.0,True,flagged,False,False
D001426,2025-07-27 18:27:00,android,15,12.1.0,True,active,False,False
D001427,2025-07-19 18:06:00,ios,14,12.3.2,True,active,False,False
D001428,2025-04-04 13:50:00,android,15,12.1.0,True,active,False,False
D001429,2025-04-26 00:43:00,ios,14,12.3.2,True,active,False,False
D001430,2025-07-17 13:50:00,ios,17,13.0.1,True,active,False,False
D001431,2025-12-26 14:23:00,ios,15,12.3.2,True,active,False,False
D001432,2026-01-07 22:10:00,ios,14,12.1.0,True,active,False,False
D001433,2025-05-08 05:18:00,android,14,13.0.1,True,active,False,False
D001434,2024-04-08 22:18:00,ios,17.4,12.3.2,True,active,False,False
D001435,2024-02-03 16:13:00,ios,14,12.3.2,True,active,False,False
D001436,2025-07-27 22:09:00,android,14,13.0.1,True,active,False,False
D001437,2023-12-18 12:49:00,android,16,12.3.2,True,active,False,False
D001438,2024-01-19 15:51:00,android,15,12.1.0,True,active,False,False
D001439,2025-11-30 16:25:00,ios,14,12.3.2,True,active,False,False
D001440,2025-10-07 01:44:00,ios,14,12.1.0,True,active,False,False
D001441,2025-07-15 14:18:00,android,16,12.3.2,True,active,False,False
D001442,2025-12-18 11:30:00,ios,14,12.1.0,True,active,False,False
D001443,2022-12-27 19:20:00,ios,15,12.3.2,True,active,False,False
D001444,2023-05-14 02:38:00,android,17,12.3.2,True,active,False,False
D001445,2025-01-24 23:11:00,ios,16,12.1.0,True,active,False,False
D001446,2025-03-23 07:51:00,android,17,12.3.2,True,active,False,False
D001447,2024-06-22 15:35:00,android,17,12.3.2,True,active,False,False
D001448,2025-05-19 06:21:00,ios,15,13.0.1,True,active,False,False
D001449,2024-05-19 15:29:00,ios,17,12.1.0,True,active,False,False
D001450,2024-09-19 01:48:00,ios,15,12.3.2,True,active,False,False
D001451,2026-02-16 18:11:00,ios,17.4,13.0.1,True,active,False,False
D001452,2025-03-04 14:04:00,android,16,12.1.0,True,active,False,False
D001453,2025-02-10 18:11:00,android,17.4,13.0.1,False,active,False,False
D001454,2023-01-10 14:12:00,android,16,13.0.1,True,active,False,False
D001455,2025-03-16 11:32:00,ios,17,12.1.0,True,active,False,False
D001456,2023-08-29 14:30:00,android,15,13.0.1,True,active,False,False
D001457,2024-02-20 16:30:00,ios,15,12.3.2,True,active,False,False
D001458,2024-10-16 14:39:00,ios,14,13.0.1,True,active,False,False
D001459,2023-12-27 20:48:00,android,17.4,12.1.0,True,inactive,False,False
D001460,2024-07-31 19:30:00,ios,15,12.1.0,True,active,False,False
D001461,2025-01-06 07:13:00,android,14,12.3.2,False,active,False,False
D001462,2024-10-13 05:31:00,ios,14,13.0.1,True,active,False,False
D001463,2024-12-04 09:21:00,ios,15,12.3.2,True,active,False,False
D001464,2025-12-05 21:10:00,android,17,12.3.2,True,active,False,False
D001465,2026-01-20 09:39:00,ios,14,12.1.0,True,active,False,False
D001466,2025-08-23 18:38:00,android,16,13.0.1,True,active,False,False
D001467,2025-11-16 02:00:00,ios,14,12.3.2,True,active,False,False
D001468,2026-01-18 13:06:00,android,15,12.1.0,True,active,False,False
D001469,2024-02-08 21:50:00,ios,17,12.3.2,False,active,False,False
D001470,2024-04-22 07:54:00,android,15,12.3.2,True,active,False,False
D001471,2024-05-26 07:50:00,ios,14,13.0.1,True,active,False,False
D001472,2025-03-13 03:01:00,ios,14,12.3.2,True,active,False,False
D001473,2025-01-25 07:52:00,ios,17,12.1.0,True,active,False,False
D001474,2025-04-14 01:45:00,ios,17.4,13.0.1,True,active,False,False
D001475,2025-09-19 13:04:00,ios,17.4,13.0.1,True,active,False,False
D001476,2025-12-12 11:08:00,ios,15,13.0.1,True,active,False,False
D001477,2023-05-19 18:14:00,android,16,13.0.1,True,active,False,False
D001478,2025-03-15 01:50:00,android,14,12.1.0,True,active,False,False
D001479,2023-10-29 02:30:00,ios,14,12.1.0,True,replaced,False,False
D001480,2026-03-02 21:28:00,android,17,12.3.2,True,active,False,False
D001481,2024-11-13 10:10:00,ios,16,12.1.0,True,active,False,False
D001482,2025-04-06 13:05:00,ios,17,12.3.2,True,active,False,False
D001483,2025-08-14 12:49:00,ios,17,13.0.1,True,active,False,False
D001484,2025-10-14 11:20:00,android,14,13.0.1,True,active,False,False
D001485,2023-12-20 11:18:00,android,15,12.1.0,True,active,False,False
D001486,2023-07-05 21:24:00,ios,16,12.3.2,True,active,False,False
D001487,2023-12-10 14:39:00,ios,16,12.1.0,True,active,False,False
D001488,2024-07-12 09:21:00,android,14,12.1.0,True,active,False,False
D001489,2022-12-31 15:11:00,ios,17,12.3.2,True,active,False,False
D001490,2023-07-05 18:12:00,android,17.4,12.1.0,True,active,False,False
D001491,2025-10-02 07:57:00,android,17,12.3.2,True,active,False,False
D001492,2025-09-08 00:40:00,android,16,13.0.1,False,active,False,False
D001493,2025-03-01 16:06:00,ios,15,12.3.2,True,active,False,False
D001494,2025-02-19 00:55:00,ios,16,12.1.0,True,active,False,False
D001495,2025-12-15 20:22:00,ios,14,12.1.0,True,active,True,True
D001496,2024-11-01 08:42:00,android,14,13.0.1,True,active,False,False
D001497,2025-10-20 16:48:00,ios,17,12.3.2,True,active,False,False
D001498,2025-11-08 21:11:00,ios,15,13.0.1,True,active,False,False
D001499,2026-01-24 06:14:00,android,14,13.0.1,True,active,False,False
D001500,2023-04-20 15:57:00,android,17,13.0.1,True,active,False,False
D001501,2024-09-25 23:59:00,ios,17.4,12.1.0,True,active,False,False
D001502,2025-01-06 13:09:00,android,15,12.3.2,True,active,False,False
D001503,2024-07-23 20:54:00,android,15,12.1.0,True,active,False,False
D001504,2023-07-18 17:40:00,android,15,12.1.0,True,active,False,False
D001505,2025-08-25 21:27:00,android,17,13.0.1,True,active,False,False
D001506,2023-10-11 18:52:00,ios,16,12.1.0,True,active,False,False
D001507,2024-11-13 12:02:00,ios,16,13.0.1,True,active,False,False
D001508,2024-11-07 23:08:00,android,17.4,12.1.0,True,flagged,False,False
D001509,2024-01-04 00:43:00,ios,15,13.0.1,True,active,False,False
D001510,2025-09-09 14:55:00,ios,16,13.0.1,True,active,False,False
D001511,2024-12-09 02:33:00,android,14,12.1.0,True,active,False,False
D001512,2023-06-06 04:53:00,ios,17,13.0.1,True,active,False,False
D001513,2024-07-19 04:25:00,ios,14,12.1.0,True,active,False,False
D001514,2024-05-27 11:59:00,ios,16,12.1.0,False,active,False,False
D001515,2024-01-28 20:34:00,ios,15,12.3.2,True,active,False,False
D001516,2025-06-08 14:59:00,android,17,12.3.2,True,active,False,False
D001517,2024-10-16 13:44:00,ios,17,12.3.2,True,active,False,False
D001518,2024-02-09 09:41:00,android,17,12.1.0,True,active,False,False
D001519,2025-05-29 00:50:00,android,17.4,12.1.0,False,active,False,False
D001520,2023-02-25 19:50:00,android,17,12.3.2,True,active,False,False
D001521,2023-09-29 02:42:00,ios,15,13.0.1,True,active,False,False
D001522,2024-03-01 19:40:00,android,17,12.1.0,True,active,False,False
D001523,2023-01-25 03:35:00,android,16,13.0.1,True,active,False,False
D001524,2026-02-02 00:41:00,android,16,12.3.2,True,active,False,False
D001525,2025-11-22 16:49:00,android,17,13.0.1,True,active,False,False
D001526,2023-05-13 20:37:00,ios,16,13.0.1,True,active,False,False
D001527,2023-08-31 03:49:00,android,16,12.3.2,True,active,False,False
D001528,2026-03-27 01:43:00,android,17.4,13.0.1,True,active,False,False
D001529,2023-04-02 20:36:00,android,15,12.3.2,False,active,False,False
D001530,2023-08-01 17:41:00,ios,16,12.3.2,True,active,False,False
