session_id,user_id,device_id,service_id,session_start_at,session_end_at,session_status,login_method,authenticated_flag
SE002776,U000344,D000441,S0010,2025-12-13 20:57:00,2025-12-13 21:16:00,completed,qr_login,True
SE002777,U000345,D000442,S0009,2026-03-21 23:59:00,2026-03-22 00:12:00,completed,qr_login,True
SE002778,U000345,D000442,S0006,2026-03-28 02:10:00,2026-03-28 02:19:00,completed,qr_login,True
SE002779,U000345,D000442,S0010,2025-11-12 00:50:00,2025-11-12 01:23:00,completed,app_login,True
SE002780,U000345,D000442,S0001,2025-11-09 04:54:00,2025-11-09 05:00:00,completed,qr_login,True
SE002781,U000345,D000442,S0006,2026-04-08 07:27:00,2026-04-08 07:38:00,completed,qr_login,True
SE002782,U000345,D000442,S0012,2026-03-08 03:09:00,2026-03-08 03:18:00,completed,qr_login,True
SE002783,U000345,D000442,S0006,2025-12-16 04:11:00,2025-12-16 04:34:00,completed,qr_login,True
SE002784,U000345,D000442,S0009,2026-02-11 13:44:00,2026-02-11 14:17:00,completed,face_verification,True
SE002785,U000346,D000443,S0009,2026-01-21 21:36:00,2026-01-21 21:42:00,completed,app_login,True
SE002786,U000346,D000443,S0012,2026-01-19 09:42:00,2026-01-19 10:23:00,completed,qr_login,True
SE002787,U000346,D000443,S0005,2025-12-12 14:19:00,2025-12-12 14:48:00,completed,qr_login,True
SE002788,U000346,D000443,S0001,2026-01-10 03:48:00,2026-01-10 04:03:00,completed,qr_login,True
SE002789,U000346,D000443,S0011,2026-02-13 22:35:00,2026-02-13 22:42:00,completed,qr_login,True
SE002790,U000346,D000443,S0006,2025-10-30 07:09:00,2025-10-30 07:24:00,completed,face_verification,True
SE002791,U000346,D000443,S0010,2026-01-12 18:26:00,2026-01-12 19:03:00,completed,qr_login,True
SE002792,U000346,D000443,S0007,2026-03-05 09:49:00,2026-03-05 10:21:00,completed,app_login,True
SE002793,U000346,D000443,S0006,2025-11-27 06:48:00,2025-11-27 07:10:00,completed,app_login,True
SE002794,U000346,D000443,S0007,2026-02-19 03:41:00,2026-02-19 04:02:00,completed,face_verification,True
SE002795,U000346,D000443,S0007,2026-04-07 11:52:00,2026-04-07 12:37:00,completed,qr_login,True
SE002796,U000347,D000444,S0012,2025-12-22 16:29:00,2025-12-22 17:12:00,completed,qr_login,True
SE002797,U000347,D000444,S0008,2026-01-25 21:02:00,2026-01-25 21:38:00,completed,face_verification,True
SE002798,U000347,D000444,S0012,2025-12-26 09:46:00,2025-12-26 09:56:00,completed,app_login,True
SE002799,U000347,D000444,S0004,2026-02-27 00:05:00,2026-02-27 00:40:00,completed,qr_login,True
SE002800,U000347,D000444,S0010,2026-02-26 23:43:00,2026-02-26 23:57:00,completed,qr_login,True
SE002801,U000347,D000444,S0002,2025-12-08 22:49:00,2025-12-08 22:59:00,completed,qr_login,True
SE002802,U000347,D000444,S0012,2026-01-09 08:15:00,2026-01-09 08:33:00,completed,qr_login,True
SE002803,U000348,D000445,S0011,2026-03-23 09:22:00,2026-03-23 09:55:00,completed,qr_login,True
SE002804,U000348,D000445,S0012,2026-03-14 01:52:00,2026-03-14 02:18:00,completed,qr_login,True
SE002805,U000348,D000445,S0007,2026-02-15 15:26:00,2026-02-15 15:35:00,completed,qr_login,True
SE002806,U000348,D000445,S0006,2025-10-24 20:16:00,2025-10-24 20:28:00,completed,app_login,True
SE002807,U000348,D000445,S0006,2025-11-06 17:54:00,2025-11-06 18:31:00,completed,qr_login,True
SE002808,U000348,D000445,S0002,2026-01-16 22:42:00,2026-01-16 22:49:00,completed,qr_login,True
SE002809,U000348,D000445,S0008,2026-01-25 17:12:00,2026-01-25 17:21:00,completed,qr_login,True
SE002810,U000349,D000446,S0008,2026-01-19 08:32:00,2026-01-19 08:43:00,completed,qr_login,True
SE002811,U000349,D000446,S0011,2025-11-17 21:34:00,2025-11-17 22:06:00,completed,qr_login,True
SE002812,U000349,D000446,S0003,2026-01-01 22:28:00,2026-01-01 22:42:00,completed,app_login,True
SE002813,U000349,D000446,S0010,2025-11-27 10:18:00,2025-11-27 10:46:00,completed,qr_login,True
SE002814,U000349,D000446,S0009,2026-02-05 13:22:00,2026-02-05 13:45:00,completed,app_login,True
SE002815,U000349,D000446,S0010,2025-12-01 09:48:00,2025-12-01 10:19:00,completed,face_verification,True
SE002816,U000349,D000446,S0009,2026-03-19 03:57:00,2026-03-19 04:13:00,completed,app_login,True
SE002817,U000349,D000446,S0010,2025-10-17 05:40:00,2025-10-17 05:49:00,completed,app_login,True
SE002818,U000349,D000446,S0009,2026-04-09 16:16:00,2026-04-09 16:55:00,completed,qr_login,True
SE002819,U000349,D000446,S0007,2025-10-15 03:37:00,2025-10-15 04:10:00,completed,qr_login,True
SE002820,U000350,D000447,S0007,2026-03-21 08:45:00,2026-03-21 09:24:00,completed,app_login,True
SE002821,U000350,D000447,S0001,2025-11-02 01:54:00,2025-11-02 02:02:00,completed,app_login,True
SE002822,U000350,D000447,S0008,2025-12-10 12:01:00,2025-12-10 12:26:00,completed,qr_login,True
SE002823,U000350,D000447,S0004,2025-12-10 22:40:00,2025-12-10 22:56:00,completed,qr_login,True
SE002824,U000350,D000447,S0003,2026-03-12 02:41:00,2026-03-12 02:47:00,completed,app_login,True
SE002825,U000351,D000448,S0012,2025-11-17 13:08:00,2025-11-17 13:39:00,completed,app_login,True
SE002826,U000351,D000448,S0006,2026-01-16 14:05:00,2026-01-16 14:27:00,completed,qr_login,True
SE002827,U000351,D000448,S0004,2025-10-27 21:23:00,2025-10-27 21:32:00,completed,qr_login,True
SE002828,U000351,D000448,S0001,2026-02-15 18:16:00,2026-02-15 18:51:00,completed,qr_login,True
SE002829,U000351,D000448,S0003,2026-01-23 07:27:00,2026-01-23 07:54:00,completed,app_login,True
SE002830,U000351,D000448,S0002,2026-03-12 21:54:00,2026-03-12 22:05:00,completed,app_login,True
SE002831,U000351,D000448,S0010,2025-10-28 00:36:00,2025-10-28 01:01:00,completed,qr_login,True
SE002832,U000351,D000448,S0003,2026-01-28 02:06:00,2026-01-28 02:19:00,completed,qr_login,True
SE002833,U000351,D000448,S0005,2025-12-15 16:46:00,2025-12-15 17:10:00,failed,qr_login,False
SE002834,U000351,D000448,S0003,2026-03-11 10:59:00,2026-03-11 11:03:00,completed,qr_login,True
SE002835,U000351,D000448,S0008,2026-01-30 14:29:00,2026-01-30 15:11:00,completed,qr_login,True
SE002836,U000352,D000449,S0003,2026-03-10 20:39:00,2026-03-10 21:05:00,completed,qr_login,True
SE002837,U000352,D000449,S0008,2026-01-07 08:38:00,2026-01-07 09:16:00,completed,qr_login,True
SE002838,U000352,D000449,S0006,2026-02-28 14:51:00,2026-02-28 15:01:00,completed,qr_login,True
SE002839,U000352,D000449,S0006,2026-03-24 05:06:00,2026-03-24 05:47:00,completed,qr_login,True
SE002840,U000352,D000449,S0002,2026-01-01 03:44:00,2026-01-01 03:53:00,completed,qr_login,True
SE002841,U000352,D000449,S0005,2026-01-03 18:24:00,2026-01-03 18:26:00,completed,app_login,True
SE002842,U000352,D000449,S0010,2025-11-08 06:13:00,2025-11-08 06:24:00,completed,app_login,True
SE002843,U000352,D000449,S0008,2025-10-31 15:15:00,2025-10-31 15:20:00,completed,qr_login,True
SE002844,U000352,D000449,S0010,2025-11-01 08:39:00,2025-11-01 09:02:00,completed,qr_login,True
SE002845,U000352,D000449,S0008,2026-01-28 14:45:00,2026-01-28 15:25:00,completed,qr_login,True
SE002846,U000352,D000449,S0011,2026-01-19 06:16:00,2026-01-19 06:33:00,completed,qr_login,True
SE002847,U000353,D000450,S0003,2025-11-08 00:03:00,2025-11-08 00:07:00,completed,app_login,True
SE002848,U000353,D000450,S0010,2025-12-22 00:58:00,2025-12-22 01:03:00,failed,qr_login,False
SE002849,U000353,D000450,S0009,2026-02-15 12:49:00,2026-02-15 13:33:00,completed,app_login,True
SE002850,U000353,D000450,S0006,2026-02-26 02:17:00,2026-02-26 02:18:00,completed,face_verification,True
SE002851,U000353,D000450,S0004,2025-12-11 01:11:00,2025-12-11 01:26:00,completed,face_verification,True
SE002852,U000353,D000450,S0003,2026-04-11 00:28:00,2026-04-11 00:52:00,completed,qr_login,True
SE002853,U000353,D000450,S0011,2025-11-17 09:39:00,2025-11-17 10:00:00,completed,qr_login,True
SE002854,U000353,D000450,S0009,2025-12-18 20:37:00,2025-12-18 21:17:00,completed,qr_login,True
SE002855,U000353,D000450,S0002,2025-11-07 20:23:00,2025-11-07 20:29:00,completed,qr_login,True
SE002856,U000354,D000451,S0006,2026-03-13 12:11:00,2026-03-13 12:26:00,completed,qr_login,True
SE002857,U000354,D000451,S0010,2026-04-11 10:06:00,2026-04-11 10:17:00,completed,app_login,True
SE002858,U000354,D000451,S0006,2026-03-17 22:05:00,2026-03-17 22:43:00,completed,qr_login,True
SE002859,U000354,D000452,S0005,2026-02-25 14:41:00,2026-02-25 14:57:00,completed,qr_login,True
SE002860,U000354,D000452,S0005,2026-04-07 20:03:00,2026-04-07 20:24:00,completed,qr_login,True
SE002861,U000354,D000452,S0007,2025-11-25 20:46:00,2025-11-25 21:27:00,completed,qr_login,True
SE002862,U000354,D000452,S0010,2025-11-07 09:06:00,2025-11-07 09:46:00,completed,app_login,True
SE002863,U000354,D000452,S0009,2025-10-26 07:33:00,2025-10-26 07:42:00,completed,face_verification,True
SE002864,U000355,D000453,S0006,2026-04-04 00:44:00,2026-04-04 01:22:00,completed,qr_login,True
SE002865,U000355,D000453,S0004,2025-11-06 20:37:00,2025-11-06 21:21:00,completed,qr_login,True
SE002866,U000355,D000453,S0004,2026-02-10 20:49:00,2026-02-10 21:19:00,completed,qr_login,True
SE002867,U000355,D000453,S0007,2026-03-12 02:29:00,2026-03-12 03:04:00,completed,qr_login,True
SE002868,U000355,D000453,S0002,2026-03-15 05:20:00,2026-03-15 05:43:00,completed,app_login,True
SE002869,U000356,D000454,S0008,2026-02-21 10:51:00,2026-02-21 10:54:00,completed,qr_login,True
SE002870,U000356,D000454,S0008,2026-04-01 00:47:00,2026-04-01 01:03:00,completed,app_login,True
SE002871,U000356,D000454,S0012,2026-03-09 01:28:00,2026-03-09 01:52:00,completed,app_login,True
SE002872,U000356,D000454,S0002,2025-12-31 00:52:00,2025-12-31 01:00:00,completed,app_login,True
SE002873,U000356,D000454,S0006,2026-02-04 10:28:00,2026-02-04 11:00:00,completed,qr_login,True
SE002874,U000356,D000454,S0001,2026-02-19 21:29:00,2026-02-19 22:06:00,completed,qr_login,True
SE002875,U000356,D000454,S0006,2025-11-03 00:37:00,2025-11-03 01:12:00,completed,app_login,True
SE002876,U000356,D000454,S0009,2025-11-07 00:58:00,2025-11-07 01:27:00,completed,app_login,True
SE002877,U000357,D000455,S0001,2026-01-24 01:25:00,2026-01-24 01:50:00,completed,qr_login,True
SE002878,U000357,D000455,S0001,2026-01-20 18:49:00,2026-01-20 18:57:00,completed,app_login,True
SE002879,U000357,D000455,S0004,2026-03-20 07:32:00,2026-03-20 08:14:00,completed,face_verification,True
SE002880,U000357,D000455,S0010,2026-03-24 23:09:00,2026-03-24 23:52:00,completed,app_login,True
SE002881,U000357,D000455,S0011,2026-03-30 14:58:00,2026-03-30 14:59:00,completed,qr_login,True
SE002882,U000357,D000455,S0005,2025-12-26 19:37:00,2025-12-26 19:46:00,completed,qr_login,True
SE002883,U000357,D000455,S0012,2026-04-09 16:10:00,2026-04-09 16:33:00,completed,qr_login,True
SE002884,U000357,D000455,S0010,2026-03-21 13:00:00,2026-03-21 13:34:00,completed,qr_login,True
SE002885,U000357,D000455,S0004,2025-12-31 20:51:00,2025-12-31 21:13:00,completed,app_login,True
SE002886,U000358,D000456,S0012,2026-04-10 09:22:00,2026-04-10 09:33:00,completed,app_login,True
SE002887,U000358,D000456,S0007,2026-02-22 13:18:00,2026-02-22 13:47:00,completed,app_login,True
SE002888,U000358,D000456,S0010,2026-04-09 13:27:00,2026-04-09 13:52:00,completed,qr_login,True
SE002889,U000358,D000456,S0011,2025-12-28 07:10:00,2025-12-28 07:28:00,completed,app_login,True
SE002890,U000358,D000456,S0001,2025-10-21 19:15:00,2025-10-21 19:19:00,completed,app_login,True
SE002891,U000358,D000456,S0008,2025-10-31 22:42:00,2025-10-31 22:51:00,completed,app_login,True
SE002892,U000358,D000456,S0008,2025-12-16 11:57:00,2025-12-16 12:08:00,completed,qr_login,True
SE002893,U000358,D000456,S0002,2025-10-19 21:58:00,2025-10-19 22:38:00,completed,qr_login,True
SE002894,U000358,D000456,S0005,2026-01-24 00:18:00,2026-01-24 00:25:00,completed,app_login,True
SE002895,U000359,D000457,S0002,2025-11-24 21:03:00,2025-11-24 21:40:00,completed,app_login,True
SE002896,U000359,D000457,S0007,2026-01-18 23:35:00,2026-01-18 23:36:00,completed,qr_login,True
SE002897,U000359,D000457,S0004,2025-10-18 14:35:00,2025-10-18 15:19:00,completed,app_login,True
SE002898,U000359,D000457,S0011,2025-12-28 08:39:00,2025-12-28 09:03:00,completed,qr_login,True
SE002899,U000359,D000457,S0006,2025-12-30 00:53:00,2025-12-30 01:27:00,completed,qr_login,True
SE002900,U000360,D000458,S0009,2025-11-20 19:00:00,2025-11-20 19:12:00,completed,app_login,True
SE002901,U000360,D000458,S0007,2026-03-05 22:33:00,2026-03-05 22:50:00,completed,qr_login,True
SE002902,U000360,D000458,S0008,2025-12-09 11:05:00,2025-12-09 11:16:00,completed,qr_login,True
SE002903,U000360,D000458,S0008,2025-10-13 06:24:00,2025-10-13 07:02:00,completed,app_login,True
SE002904,U000361,D000459,S0008,2025-10-27 03:50:00,2025-10-27 03:54:00,completed,qr_login,True
SE002905,U000361,D000459,S0005,2025-12-25 11:17:00,2025-12-25 11:57:00,completed,qr_login,True
SE002906,U000361,D000459,S0008,2026-01-09 09:09:00,2026-01-09 09:47:00,completed,app_login,True
SE002907,U000361,D000459,S0001,2026-02-09 10:05:00,2026-02-09 10:26:00,completed,qr_login,True
SE002908,U000361,D000459,S0010,2026-03-13 21:22:00,2026-03-13 21:25:00,completed,qr_login,True
SE002909,U000361,D000459,S0008,2025-11-28 17:42:00,2025-11-28 18:01:00,completed,app_login,True
SE002910,U000361,D000459,S0004,2025-10-27 07:53:00,2025-10-27 08:35:00,completed,qr_login,True
SE002911,U000361,D000459,S0012,2025-12-13 09:37:00,2025-12-13 10:16:00,completed,qr_login,True
SE002912,U000361,D000459,S0012,2025-12-21 19:23:00,2025-12-21 19:44:00,completed,app_login,True
SE002913,U000361,D000459,S0010,2026-02-28 17:25:00,2026-02-28 17:53:00,completed,qr_login,True
SE002914,U000361,D000459,S0011,2025-10-15 14:12:00,2025-10-15 14:24:00,completed,face_verification,True
SE002915,U000362,D000460,S0008,2026-02-27 14:11:00,2026-02-27 14:24:00,completed,qr_login,True
SE002916,U000362,D000460,S0009,2026-01-27 00:17:00,2026-01-27 00:40:00,completed,app_login,True
SE002917,U000362,D000460,S0004,2026-03-04 12:37:00,2026-03-04 12:59:00,completed,face_verification,True
SE002918,U000362,D000460,S0008,2026-04-02 04:57:00,2026-04-02 05:26:00,completed,qr_login,True
SE002919,U000362,D000460,S0010,2025-11-30 11:57:00,2025-11-30 12:38:00,completed,qr_login,True
SE002920,U000362,D000460,S0012,2026-01-26 11:41:00,2026-01-26 11:48:00,completed,app_login,True
SE002921,U000362,D000460,S0007,2026-03-27 15:51:00,2026-03-27 16:05:00,completed,app_login,True
SE002922,U000362,D000460,S0011,2026-01-22 06:37:00,2026-01-22 06:40:00,completed,app_login,True
SE002923,U000362,D000460,S0003,2025-11-07 15:03:00,2025-11-07 15:47:00,completed,app_login,True
SE002924,U000362,D000460,S0011,2025-12-09 05:20:00,2025-12-09 05:52:00,completed,qr_login,True
SE002925,U000362,D000460,S0002,2026-03-22 03:10:00,2026-03-22 03:22:00,completed,qr_login,True
SE002926,U000363,D000461,S0010,2025-12-13 16:56:00,2025-12-13 16:59:00,completed,qr_login,True
SE002927,U000363,D000461,S0012,2025-11-28 15:37:00,2025-11-28 16:08:00,completed,app_login,True
SE002928,U000363,D000461,S0011,2026-04-08 10:54:00,2026-04-08 11:25:00,completed,qr_login,True
SE002929,U000363,D000461,S0002,2025-11-04 03:32:00,2025-11-04 04:00:00,completed,app_login,True
SE002930,U000363,D000461,S0012,2026-03-05 23:34:00,2026-03-06 00:11:00,completed,qr_login,True
SE002931,U000363,D000461,S0004,2025-12-11 02:08:00,2025-12-11 02:34:00,completed,qr_login,True
SE002932,U000363,D000461,S0004,2026-03-17 06:04:00,2026-03-17 06:06:00,completed,app_login,True
SE002933,U000363,D000461,S0007,2025-12-02 20:22:00,2025-12-02 20:40:00,completed,qr_login,True
SE002934,U000363,D000461,S0004,2025-12-15 12:07:00,2025-12-15 12:25:00,completed,app_login,True
SE002935,U000363,D000461,S0002,2025-12-25 08:37:00,2025-12-25 08:53:00,completed,qr_login,True
SE002936,U000364,D000462,S0003,2026-03-19 17:26:00,2026-03-19 18:06:00,completed,app_login,True
SE002937,U000364,D000463,S0010,2025-12-14 11:35:00,2025-12-14 11:52:00,completed,app_login,True
SE002938,U000364,D000462,S0002,2026-02-15 00:26:00,2026-02-15 00:46:00,completed,app_login,True
SE002939,U000364,D000463,S0010,2025-12-05 01:09:00,2025-12-05 01:24:00,completed,qr_login,True
SE002940,U000364,D000463,S0004,2025-12-01 10:13:00,2025-12-01 10:50:00,completed,qr_login,True
SE002941,U000364,D000463,S0007,2026-03-25 11:48:00,2026-03-25 11:57:00,completed,face_verification,True
SE002942,U000364,D000463,S0010,2025-12-08 22:29:00,2025-12-08 23:07:00,completed,app_login,True
SE002943,U000364,D000463,S0006,2026-01-03 12:45:00,2026-01-03 13:07:00,completed,qr_login,True
SE002944,U000364,D000462,S0009,2025-12-14 02:28:00,2025-12-14 03:11:00,completed,app_login,True
SE002945,U000364,D000462,S0006,2026-01-16 12:44:00,2026-01-16 13:28:00,completed,app_login,True
SE002946,U000364,D000463,S0010,2026-01-31 01:18:00,2026-01-31 01:51:00,completed,qr_login,True
SE002947,U000365,D000465,S0004,2025-11-14 04:06:00,2025-11-14 04:14:00,completed,app_login,True
SE002948,U000365,D000464,S0002,2026-03-26 08:45:00,2026-03-26 08:59:00,completed,face_verification,True
SE002949,U000365,D000465,S0012,2025-12-03 22:35:00,2025-12-03 22:38:00,completed,qr_login,True
SE002950,U000365,D000466,S0001,2026-03-24 04:17:00,2026-03-24 04:23:00,completed,qr_login,True
SE002951,U000365,D000464,S0001,2025-10-12 15:01:00,2025-10-12 15:09:00,completed,app_login,True
SE002952,U000366,D000467,S0007,2026-03-09 22:10:00,2026-03-09 22:47:00,completed,qr_login,True
SE002953,U000366,D000467,S0009,2025-12-18 00:53:00,2025-12-18 01:26:00,completed,qr_login,True
SE002954,U000366,D000467,S0008,2026-03-12 17:39:00,2026-03-12 18:01:00,completed,qr_login,True
SE002955,U000366,D000467,S0010,2026-03-01 21:49:00,2026-03-01 21:55:00,completed,qr_login,True
SE002956,U000366,D000467,S0002,2026-02-01 09:01:00,2026-02-01 09:32:00,completed,qr_login,True
SE002957,U000366,D000467,S0003,2025-11-04 05:52:00,2025-11-04 06:36:00,completed,qr_login,True
SE002958,U000366,D000467,S0001,2025-11-12 20:57:00,2025-11-12 21:41:00,completed,qr_login,True
SE002959,U000366,D000467,S0004,2025-12-24 03:39:00,2025-12-24 03:40:00,completed,qr_login,True
SE002960,U000366,D000467,S0001,2026-01-01 21:24:00,2026-01-01 22:08:00,completed,app_login,True
SE002961,U000366,D000467,S0012,2026-03-27 11:22:00,2026-03-27 11:33:00,completed,app_login,True
SE002962,U000366,D000467,S0011,2025-11-04 21:20:00,2025-11-04 21:31:00,completed,qr_login,True
SE002963,U000367,D000468,S0001,2025-11-29 13:36:00,2025-11-29 14:16:00,completed,face_verification,True
SE002964,U000367,D000468,S0006,2026-02-27 17:19:00,2026-02-27 17:51:00,completed,face_verification,True
SE002965,U000367,D000468,S0004,2026-01-18 15:50:00,2026-01-18 16:26:00,completed,app_login,True
SE002966,U000367,D000468,S0003,2025-10-15 12:25:00,2025-10-15 13:01:00,completed,qr_login,True
SE002967,U000367,D000468,S0010,2026-03-15 02:42:00,2026-03-15 03:13:00,completed,qr_login,True
SE002968,U000367,D000468,S0009,2026-03-27 15:27:00,2026-03-27 15:41:00,completed,qr_login,True
SE002969,U000367,D000468,S0003,2025-12-02 23:32:00,2025-12-02 23:41:00,completed,qr_login,True
SE002970,U000367,D000468,S0011,2026-02-12 17:31:00,2026-02-12 17:39:00,completed,app_login,True
SE002971,U000368,D000471,S0007,2026-02-21 15:49:00,2026-02-21 15:59:00,completed,qr_login,True
SE002972,U000368,D000471,S0005,2025-12-17 08:24:00,2025-12-17 09:06:00,completed,qr_login,True
SE002973,U000368,D000469,S0010,2025-11-02 00:35:00,2025-11-02 00:54:00,completed,qr_login,True
SE002974,U000368,D000470,S0002,2026-04-01 13:10:00,2026-04-01 13:26:00,completed,qr_login,True
SE002975,U000368,D000471,S0009,2025-11-20 09:28:00,2025-11-20 09:53:00,completed,qr_login,True
SE002976,U000368,D000471,S0012,2025-12-08 16:00:00,2025-12-08 16:35:00,completed,app_login,True
SE002977,U000368,D000470,S0004,2025-12-21 16:50:00,2025-12-21 17:09:00,completed,qr_login,True
SE002978,U000368,D000469,S0002,2026-01-31 01:26:00,2026-01-31 01:33:00,completed,app_login,True
SE002979,U000368,D000471,S0006,2026-01-09 13:36:00,2026-01-09 13:55:00,completed,qr_login,True
SE002980,U000368,D000469,S0009,2025-11-04 11:33:00,2025-11-04 11:58:00,completed,app_login,True
SE002981,U000368,D000470,S0004,2026-02-04 11:14:00,2026-02-04 11:28:00,completed,qr_login,True
SE002982,U000369,D000472,S0008,2025-11-13 04:11:00,2025-11-13 04:37:00,completed,app_login,True
SE002983,U000369,D000472,S0012,2026-01-26 12:00:00,2026-01-26 12:39:00,completed,qr_login,True
SE002984,U000369,D000472,S0012,2026-03-08 03:49:00,2026-03-08 04:08:00,completed,qr_login,True
SE002985,U000369,D000472,S0005,2026-02-05 16:04:00,2026-02-05 16:18:00,completed,qr_login,True
SE002986,U000369,D000472,S0002,2026-03-05 13:22:00,2026-03-05 13:33:00,completed,qr_login,True
SE002987,U000369,D000472,S0001,2025-12-31 17:34:00,2025-12-31 17:51:00,completed,qr_login,True
SE002988,U000369,D000472,S0010,2026-03-09 13:46:00,2026-03-09 14:07:00,completed,app_login,True
SE002989,U000369,D000472,S0011,2025-11-24 15:15:00,2025-11-24 15:49:00,completed,app_login,True
SE002990,U000369,D000472,S0006,2026-01-11 19:55:00,2026-01-11 20:04:00,completed,qr_login,True
SE002991,U000369,D000472,S0009,2026-03-26 19:50:00,2026-03-26 20:05:00,completed,qr_login,True
SE002992,U000369,D000472,S0003,2026-02-04 20:06:00,2026-02-04 20:17:00,completed,qr_login,True
SE002993,U000370,D000473,S0001,2026-03-26 08:17:00,2026-03-26 09:01:00,completed,qr_login,True
SE002994,U000370,D000473,S0011,2026-02-12 02:54:00,2026-02-12 03:06:00,completed,qr_login,True
SE002995,U000370,D000473,S0011,2026-01-13 06:59:00,2026-01-13 07:24:00,completed,face_verification,True
SE002996,U000370,D000473,S0010,2025-10-25 03:55:00,2025-10-25 04:11:00,completed,qr_login,True
SE002997,U000370,D000473,S0004,2025-10-31 09:14:00,2025-10-31 09:18:00,completed,qr_login,True
SE002998,U000371,D000474,S0001,2026-03-14 18:18:00,2026-03-14 18:44:00,completed,qr_login,True
SE002999,U000371,D000474,S0004,2025-12-28 02:28:00,2025-12-28 03:01:00,completed,app_login,True
SE003000,U000371,D000474,S0004,2026-03-02 10:59:00,2026-03-02 11:40:00,completed,qr_login,True
SE003001,U000371,D000474,S0012,2025-11-16 12:21:00,2025-11-16 12:49:00,completed,qr_login,True
SE003002,U000371,D000474,S0010,2025-11-06 00:14:00,2025-11-06 00:34:00,completed,app_login,True
SE003003,U000371,D000474,S0008,2026-03-17 08:09:00,2026-03-17 08:32:00,completed,qr_login,True
SE003004,U000371,D000474,S0003,2026-04-11 02:34:00,2026-04-11 02:55:00,completed,app_login,True
SE003005,U000371,D000474,S0011,2025-10-24 01:30:00,2025-10-24 01:34:00,completed,app_login,True
SE003006,U000371,D000474,S0008,2025-12-23 22:38:00,2025-12-23 22:45:00,completed,qr_login,True
SE003007,U000371,D000474,S0012,2026-03-03 03:12:00,2026-03-03 03:47:00,completed,app_login,True
SE003008,U000371,D000474,S0011,2025-11-22 12:49:00,2025-11-22 13:01:00,completed,qr_login,True
SE003009,U000371,D000474,S0011,2025-12-22 22:19:00,2025-12-22 22:37:00,completed,app_login,True
SE003010,U000372,D000476,S0005,2026-01-27 14:13:00,2026-01-27 14:26:00,completed,app_login,True
SE003011,U000372,D000476,S0005,2026-04-06 21:09:00,2026-04-06 21:54:00,completed,qr_login,True
SE003012,U000372,D000476,S0002,2026-03-24 20:25:00,2026-03-24 20:36:00,completed,qr_login,True
SE003013,U000372,D000475,S0009,2025-10-17 20:23:00,2025-10-17 20:26:00,completed,qr_login,True
SE003014,U000373,D000477,S0006,2025-12-06 13:24:00,2025-12-06 14:04:00,completed,app_login,True
SE003015,U000373,D000477,S0007,2026-03-27 12:30:00,2026-03-27 12:39:00,completed,qr_login,True
SE003016,U000373,D000477,S0002,2025-12-13 14:01:00,2025-12-13 14:29:00,completed,face_verification,True
SE003017,U000373,D000477,S0003,2025-10-23 00:31:00,2025-10-23 00:37:00,completed,qr_login,True
SE003018,U000373,D000477,S0002,2025-12-02 13:49:00,2025-12-02 14:07:00,completed,face_verification,True
SE003019,U000373,D000477,S0009,2025-10-16 05:02:00,2025-10-16 05:47:00,completed,app_login,True
SE003020,U000373,D000477,S0007,2026-03-11 09:19:00,2026-03-11 09:39:00,completed,qr_login,True
SE003021,U000373,D000477,S0012,2025-11-25 09:07:00,2025-11-25 09:41:00,completed,qr_login,True
SE003022,U000373,D000477,S0010,2025-10-17 09:15:00,2025-10-17 09:50:00,completed,app_login,True
SE003023,U000374,D000478,S0008,2026-01-15 19:08:00,2026-01-15 19:14:00,completed,qr_login,True
SE003024,U000374,D000478,S0008,2026-01-22 04:47:00,2026-01-22 05:17:00,completed,face_verification,True
SE003025,U000374,D000478,S0005,2026-03-15 12:14:00,2026-03-15 12:56:00,completed,qr_login,True
SE003026,U000374,D000478,S0008,2025-10-25 20:02:00,2025-10-25 20:13:00,completed,app_login,True
SE003027,U000374,D000478,S0007,2026-02-14 13:53:00,2026-02-14 14:20:00,completed,app_login,True
SE003028,U000374,D000478,S0006,2026-02-24 21:03:00,2026-02-24 21:34:00,completed,app_login,True
SE003029,U000374,D000478,S0003,2025-10-15 04:54:00,2025-10-15 05:24:00,completed,app_login,True
SE003030,U000374,D000478,S0007,2026-04-04 15:18:00,2026-04-04 15:57:00,completed,qr_login,True
SE003031,U000374,D000478,S0007,2025-12-08 05:39:00,2025-12-08 06:06:00,completed,app_login,True
SE003032,U000374,D000478,S0001,2025-11-19 01:26:00,2025-11-19 01:29:00,completed,app_login,True
SE003033,U000374,D000478,S0008,2025-12-12 06:00:00,2025-12-12 06:23:00,completed,qr_login,True
SE003034,U000374,D000478,S0009,2025-11-03 11:12:00,2025-11-03 11:36:00,completed,qr_login,True
SE003035,U000375,D000479,S0008,2026-01-28 05:02:00,2026-01-28 05:19:00,completed,app_login,True
SE003036,U000375,D000479,S0005,2026-01-08 05:34:00,2026-01-08 05:51:00,completed,face_verification,True
SE003037,U000375,D000479,S0002,2025-11-05 23:36:00,2025-11-05 23:59:00,completed,qr_login,True
SE003038,U000375,D000479,S0010,2025-10-23 08:09:00,2025-10-23 08:54:00,completed,qr_login,True
SE003039,U000375,D000479,S0012,2026-03-23 11:21:00,2026-03-23 12:05:00,completed,qr_login,True
