user_id,user_created_at,account_status,account_age_days,age_band,primary_region,baseline_login_frequency_band,baseline_travel_profile
U001466,2022-01-28 07:16:00,active,1534,25_34,SG_WEST,high,local_only
U001467,2020-09-01 13:31:00,active,2047,35_49,SG_EAST,medium,occasional_travel
U001468,2018-08-02 22:14:00,active,2808,65_plus,SG_WEST,medium,frequent_travel
U001469,2026-01-05 16:38:00,active,95,25_34,SG_EAST,medium,frequent_travel
U001470,2019-03-19 15:26:00,active,2579,65_plus,SG_NORTH,medium,local_only
U001471,2021-11-23 09:50:00,active,1600,25_34,SG_NORTH,low,occasional_travel
U001472,2019-11-21 20:36:00,active,2332,35_49,SG_CENTRAL,low,local_only
U001473,2018-09-15 17:08:00,active,2764,65_plus,SG_NORTH,low,local_only
U001474,2024-01-17 09:38:00,active,815,50_64,SG_WEST,low,local_only
U001475,2023-01-04 13:30:00,active,1192,50_64,SG_CENTRAL,medium,frequent_travel
U001476,2026-02-25 06:09:00,active,45,50_64,SG_NORTH,low,local_only
U001477,2024-10-29 17:42:00,active,528,18_24,SG_NORTH,low,local_only
U001478,2016-07-07 04:59:00,active,3565,50_64,SG_EAST,high,frequent_travel
U001479,2022-10-17 15:57:00,active,1271,50_64,SG_WEST,low,local_only
U001480,2024-09-03 20:48:00,active,584,50_64,SG_NORTHEAST,low,frequent_travel
U001481,2022-08-02 16:35:00,active,1347,50_64,SG_NORTH,high,local_only
U001482,2018-01-04 08:54:00,active,3019,50_64,SG_WEST,high,frequent_travel
U001483,2017-05-23 01:51:00,active,3245,25_34,SG_NORTH,low,local_only
U001484,2019-05-07 21:16:00,active,2530,25_34,SG_NORTHEAST,low,occasional_travel
U001485,2018-06-11 10:31:00,active,2861,25_34,SG_WEST,high,frequent_travel
U001486,2023-01-01 13:15:00,active,1195,25_34,SG_NORTH,medium,frequent_travel
U001487,2024-11-30 23:25:00,active,496,18_24,SG_NORTHEAST,medium,occasional_travel
U001488,2021-03-21 06:23:00,active,1847,65_plus,SG_CENTRAL,medium,local_only
U001489,2025-06-15 14:12:00,active,299,50_64,SG_NORTH,medium,frequent_travel
U001490,2021-10-19 05:22:00,active,1635,18_24,SG_WEST,low,frequent_travel
U001491,2024-09-29 00:51:00,active,559,50_64,SG_NORTH,medium,local_only
U001492,2025-05-07 17:17:00,active,338,50_64,SG_EAST,medium,occasional_travel
U001493,2016-11-02 06:30:00,active,3447,18_24,SG_NORTHEAST,low,local_only
U001494,2022-12-24 07:46:00,active,1204,50_64,SG_EAST,low,frequent_travel
U001495,2017-09-18 11:38:00,active,3127,25_34,SG_NORTH,medium,local_only
U001496,2023-11-06 10:50:00,active,887,65_plus,SG_EAST,medium,frequent_travel
U001497,2025-09-27 14:20:00,active,195,18_24,SG_NORTH,high,occasional_travel
U001498,2021-04-19 10:13:00,active,1818,18_24,SG_NORTH,low,local_only
U001499,2022-01-28 03:52:00,active,1534,18_24,SG_NORTH,low,local_only
U001500,2022-07-01 05:27:00,active,1380,18_24,SG_EAST,low,frequent_travel
U001501,2024-05-24 06:18:00,active,687,65_plus,SG_CENTRAL,medium,occasional_travel
U001502,2019-12-21 14:37:00,active,2302,25_34,SG_NORTHEAST,medium,occasional_travel
U001503,2024-12-03 04:05:00,active,494,35_49,SG_WEST,low,local_only
U001504,2021-10-06 13:41:00,active,1647,50_64,SG_EAST,medium,local_only
U001505,2025-07-14 13:33:00,active,270,65_plus,SG_WEST,low,local_only
U001506,2016-05-07 04:33:00,active,3626,65_plus,SG_NORTH,low,frequent_travel
U001507,2020-04-05 16:35:00,active,2196,18_24,SG_NORTHEAST,medium,frequent_travel
U001508,2018-06-19 22:45:00,active,2852,25_34,SG_WEST,low,frequent_travel
U001509,2017-09-25 12:32:00,active,3119,50_64,SG_CENTRAL,medium,local_only
U001510,2019-06-14 16:02:00,active,2492,65_plus,SG_EAST,high,frequent_travel
U001511,2018-05-17 11:33:00,active,2886,65_plus,SG_CENTRAL,medium,local_only
U001512,2017-12-31 21:23:00,active,3022,65_plus,SG_CENTRAL,low,local_only
U001513,2022-01-27 18:59:00,active,1534,25_34,SG_NORTH,low,frequent_travel
U001514,2025-11-07 03:53:00,active,155,65_plus,SG_NORTH,high,occasional_travel
U001515,2024-10-09 02:31:00,active,549,18_24,SG_NORTHEAST,medium,frequent_travel
U001516,2017-03-01 02:10:00,active,3328,25_34,SG_WEST,medium,local_only
U001517,2023-12-19 17:36:00,active,843,25_34,SG_EAST,high,occasional_travel
U001518,2020-06-06 01:02:00,active,2135,18_24,SG_CENTRAL,medium,local_only
U001519,2024-02-13 10:14:00,active,788,25_34,SG_EAST,low,local_only
U001520,2024-04-29 15:47:00,active,711,25_34,SG_EAST,high,local_only
U001521,2021-06-30 20:04:00,active,1745,25_34,SG_EAST,medium,local_only
U001522,2019-06-26 03:31:00,active,2481,65_plus,SG_NORTH,high,local_only
U001523,2023-03-24 19:35:00,active,1113,35_49,SG_NORTH,medium,local_only
U001524,2020-12-29 20:57:00,active,1928,65_plus,SG_NORTH,low,occasional_travel
U001525,2026-01-19 22:59:00,active,81,18_24,SG_WEST,high,frequent_travel
U001526,2024-07-24 17:08:00,active,625,35_49,SG_NORTH,medium,occasional_travel
U001527,2021-03-11 02:20:00,active,1857,65_plus,SG_NORTH,low,occasional_travel
U001528,2024-09-28 19:59:00,active,559,25_34,SG_CENTRAL,low,frequent_travel
U001529,2018-01-31 23:14:00,active,2991,50_64,SG_NORTH,high,occasional_travel
U001530,2021-12-19 19:18:00,active,1573,65_plus,SG_CENTRAL,medium,local_only
U001531,2024-11-17 22:52:00,active,509,25_34,SG_EAST,medium,occasional_travel
U001532,2017-08-17 00:07:00,active,3159,50_64,SG_WEST,high,local_only
U001533,2018-12-22 22:51:00,active,2666,25_34,SG_EAST,medium,local_only
U001534,2017-02-26 23:40:00,active,3330,18_24,SG_EAST,medium,frequent_travel
U001535,2021-03-02 12:46:00,active,1865,25_34,SG_NORTHEAST,high,frequent_travel
U001536,2016-11-03 06:30:00,active,3446,18_24,SG_NORTH,medium,frequent_travel
U001537,2019-09-15 09:16:00,active,2400,25_34,SG_NORTH,low,occasional_travel
U001538,2023-06-10 12:24:00,active,1035,65_plus,SG_NORTH,high,occasional_travel
U001539,2018-01-16 21:58:00,active,3006,18_24,SG_CENTRAL,high,frequent_travel
U001540,2017-07-26 00:15:00,active,3181,35_49,SG_EAST,high,occasional_travel
U001541,2018-06-09 01:30:00,active,2863,25_34,SG_NORTH,low,local_only
U001542,2025-06-28 12:14:00,active,286,50_64,SG_WEST,high,occasional_travel
U001543,2024-05-13 05:59:00,active,698,25_34,SG_EAST,medium,local_only
U001544,2020-08-22 08:15:00,active,2058,25_34,SG_EAST,low,local_only
U001545,2017-11-13 05:46:00,active,3071,25_34,SG_WEST,medium,occasional_travel
U001546,2019-03-31 14:42:00,active,2567,25_34,SG_CENTRAL,medium,local_only
U001547,2022-01-15 07:45:00,active,1547,35_49,SG_CENTRAL,high,local_only
U001548,2020-11-30 19:27:00,active,1957,18_24,SG_CENTRAL,low,occasional_travel
U001549,2017-11-05 11:46:00,active,3079,18_24,SG_CENTRAL,low,frequent_travel
U001550,2017-05-25 11:46:00,active,3243,65_plus,SG_WEST,medium,occasional_travel
U001551,2017-10-15 00:30:00,active,3100,35_49,SG_WEST,high,occasional_travel
U001552,2022-09-28 03:50:00,locked,1291,50_64,SG_NORTH,high,local_only
U001553,2022-04-14 00:44:00,active,1458,18_24,SG_NORTH,high,occasional_travel
U001554,2018-02-22 07:16:00,active,2970,18_24,SG_NORTHEAST,medium,frequent_travel
U001555,2017-11-07 03:31:00,active,3077,65_plus,SG_NORTH,high,occasional_travel
U001556,2018-11-15 05:36:00,active,2704,35_49,SG_CENTRAL,high,occasional_travel
U001557,2016-06-25 10:27:00,suspended,3577,35_49,SG_NORTH,low,frequent_travel
U001558,2020-11-03 22:21:00,active,1984,18_24,SG_WEST,medium,occasional_travel
U001559,2018-11-22 12:08:00,active,2696,50_64,SG_WEST,high,local_only
U001560,2018-04-17 07:07:00,active,2916,65_plus,SG_NORTHEAST,low,local_only
U001561,2020-09-10 09:02:00,active,2039,65_plus,SG_NORTH,low,occasional_travel
U001562,2024-12-23 19:33:00,active,473,25_34,SG_EAST,low,local_only
U001563,2017-10-29 13:29:00,active,3085,18_24,SG_NORTH,high,local_only
U001564,2024-06-24 00:52:00,active,656,35_49,SG_EAST,high,occasional_travel
U001565,2018-10-22 19:45:00,locked,2727,18_24,SG_EAST,high,frequent_travel
U001566,2018-02-20 19:13:00,active,2971,35_49,SG_EAST,high,frequent_travel
U001567,2025-07-20 14:02:00,active,264,50_64,SG_NORTHEAST,medium,local_only
U001568,2023-10-09 03:10:00,active,915,18_24,SG_CENTRAL,low,occasional_travel
U001569,2017-12-20 15:48:00,active,3033,18_24,SG_NORTHEAST,medium,local_only
U001570,2016-09-15 01:19:00,locked,3495,65_plus,SG_CENTRAL,medium,local_only
U001571,2019-08-29 17:44:00,active,2416,50_64,SG_NORTH,medium,occasional_travel
U001572,2017-05-01 12:49:00,active,3266,25_34,SG_NORTHEAST,high,frequent_travel
U001573,2019-08-27 04:26:00,active,2419,18_24,SG_NORTHEAST,medium,occasional_travel
U001574,2024-08-27 01:53:00,active,592,50_64,SG_NORTH,low,frequent_travel
U001575,2023-02-06 07:02:00,active,1160,18_24,SG_NORTHEAST,medium,occasional_travel
U001576,2020-08-22 12:30:00,active,2057,65_plus,SG_NORTH,high,local_only
U001577,2020-09-22 02:04:00,active,2027,50_64,SG_CENTRAL,medium,local_only
U001578,2016-12-28 04:49:00,active,3391,25_34,SG_CENTRAL,low,occasional_travel
U001579,2018-02-12 22:38:00,active,2979,25_34,SG_CENTRAL,high,occasional_travel
U001580,2022-06-28 21:35:00,active,1382,35_49,SG_NORTH,medium,local_only
U001581,2020-05-10 02:21:00,active,2162,25_34,SG_NORTHEAST,medium,local_only
U001582,2024-10-22 00:58:00,active,536,65_plus,SG_CENTRAL,high,occasional_travel
U001583,2021-02-21 13:40:00,active,1874,25_34,SG_NORTH,high,occasional_travel
U001584,2023-01-05 07:04:00,active,1192,25_34,SG_CENTRAL,medium,frequent_travel
U001585,2016-09-03 16:22:00,active,3506,25_34,SG_NORTH,medium,frequent_travel
U001586,2016-11-02 06:16:00,active,3447,18_24,SG_WEST,medium,local_only
U001587,2025-09-09 08:00:00,inactive,214,35_49,SG_NORTHEAST,medium,local_only
U001588,2019-03-30 22:13:00,active,2568,18_24,SG_EAST,medium,occasional_travel
U001589,2022-11-18 12:32:00,active,1239,25_34,SG_NORTH,high,frequent_travel
U001590,2018-11-22 08:57:00,active,2697,50_64,SG_WEST,high,frequent_travel
U001591,2021-04-13 23:28:00,active,1823,18_24,SG_CENTRAL,low,occasional_travel
U001592,2019-01-30 13:11:00,active,2627,25_34,SG_CENTRAL,high,frequent_travel
U001593,2019-11-08 19:38:00,active,2345,18_24,SG_NORTHEAST,low,occasional_travel
U001594,2020-11-04 14:00:00,active,1983,35_49,SG_NORTHEAST,low,local_only
U001595,2022-08-18 09:50:00,active,1332,65_plus,SG_EAST,medium,frequent_travel
U001596,2026-01-20 22:34:00,active,80,65_plus,SG_NORTHEAST,medium,local_only
U001597,2020-06-15 16:03:00,active,2125,18_24,SG_EAST,high,local_only
U001598,2024-03-31 15:34:00,active,740,18_24,SG_NORTHEAST,medium,occasional_travel
U001599,2024-11-24 10:40:00,active,503,25_34,SG_EAST,low,frequent_travel
U001600,2023-05-26 10:49:00,active,1051,18_24,SG_NORTHEAST,medium,occasional_travel
U001601,2020-03-04 06:09:00,active,2229,18_24,SG_EAST,medium,local_only
U001602,2020-06-14 02:00:00,active,2127,50_64,SG_EAST,high,occasional_travel
U001603,2018-06-25 01:20:00,active,2847,35_49,SG_NORTHEAST,high,frequent_travel
U001604,2023-12-03 12:32:00,active,859,18_24,SG_EAST,low,local_only
U001605,2024-09-08 01:47:00,active,580,25_34,SG_EAST,high,frequent_travel
U001606,2023-11-08 15:49:00,active,884,25_34,SG_NORTHEAST,medium,local_only
U001607,2020-02-10 03:18:00,active,2252,25_34,SG_NORTH,medium,local_only
U001608,2023-06-04 12:55:00,active,1041,25_34,SG_NORTHEAST,low,local_only
U001609,2019-03-21 02:49:00,inactive,2578,25_34,SG_WEST,high,frequent_travel
U001610,2019-01-04 18:33:00,active,2653,50_64,SG_EAST,medium,occasional_travel
U001611,2022-01-10 11:07:00,suspended,1552,25_34,SG_CENTRAL,medium,local_only
U001612,2020-04-26 08:15:00,active,2176,50_64,SG_CENTRAL,medium,frequent_travel
U001613,2025-04-11 23:37:00,active,364,35_49,SG_EAST,low,occasional_travel
U001614,2026-03-02 08:40:00,active,40,25_34,SG_NORTH,low,local_only
U001615,2024-04-21 18:02:00,active,719,35_49,SG_NORTHEAST,medium,local_only
U001616,2020-05-06 00:06:00,active,2166,35_49,SG_NORTHEAST,medium,frequent_travel
U001617,2025-03-02 10:22:00,active,405,50_64,SG_EAST,medium,frequent_travel
U001618,2018-09-03 17:52:00,active,2776,50_64,SG_NORTH,high,local_only
U001619,2023-05-16 11:41:00,active,1061,25_34,SG_EAST,low,occasional_travel
U001620,2019-11-30 02:53:00,active,2324,35_49,SG_EAST,high,frequent_travel
U001621,2021-08-01 20:23:00,active,1713,35_49,SG_NORTH,high,occasional_travel
U001622,2023-03-08 21:24:00,active,1129,25_34,SG_WEST,high,local_only
U001623,2022-11-06 22:08:00,active,1251,18_24,SG_CENTRAL,low,frequent_travel
U001624,2023-08-02 08:49:00,active,983,18_24,SG_CENTRAL,high,occasional_travel
U001625,2020-01-23 19:11:00,active,2269,18_24,SG_NORTH,high,frequent_travel
U001626,2018-01-30 07:21:00,active,2993,65_plus,SG_NORTHEAST,high,local_only
U001627,2021-09-24 11:32:00,active,1660,18_24,SG_NORTH,high,frequent_travel
U001628,2017-11-14 00:14:00,active,3070,65_plus,SG_NORTHEAST,low,frequent_travel
U001629,2021-03-31 06:15:00,active,1837,65_plus,SG_EAST,low,local_only
U001630,2022-02-28 07:27:00,active,1503,18_24,SG_NORTH,medium,occasional_travel
U001631,2024-05-12 23:16:00,suspended,698,35_49,SG_EAST,high,local_only
U001632,2023-01-09 01:48:00,active,1188,35_49,SG_EAST,low,frequent_travel
U001633,2019-03-13 16:36:00,active,2585,35_49,SG_NORTHEAST,low,occasional_travel
U001634,2019-05-07 19:21:00,active,2530,18_24,SG_NORTHEAST,medium,occasional_travel
U001635,2022-12-05 23:56:00,active,1222,35_49,SG_EAST,medium,occasional_travel
U001636,2026-03-06 08:33:00,active,36,25_34,SG_CENTRAL,high,frequent_travel
U001637,2024-07-20 21:59:00,active,629,50_64,SG_CENTRAL,low,frequent_travel
U001638,2023-06-22 04:17:00,active,1024,35_49,SG_WEST,medium,occasional_travel
U001639,2024-03-25 17:42:00,active,746,18_24,SG_NORTH,high,occasional_travel
U001640,2024-06-18 07:14:00,active,662,50_64,SG_CENTRAL,medium,frequent_travel
U001641,2024-01-20 08:14:00,active,812,18_24,SG_EAST,medium,occasional_travel
U001642,2017-12-07 00:42:00,active,3047,25_34,SG_EAST,medium,frequent_travel
U001643,2023-04-19 07:57:00,active,1088,65_plus,SG_NORTH,high,frequent_travel
U001644,2024-11-06 00:55:00,active,521,50_64,SG_NORTHEAST,high,frequent_travel
U001645,2016-10-26 22:44:00,active,3453,18_24,SG_CENTRAL,low,local_only
U001646,2022-06-01 18:56:00,active,1409,25_34,SG_CENTRAL,high,occasional_travel
U001647,2021-06-16 15:38:00,active,1759,50_64,SG_NORTH,medium,occasional_travel
U001648,2020-10-29 09:11:00,active,1990,25_34,SG_NORTHEAST,low,frequent_travel
U001649,2020-07-17 05:38:00,active,2094,18_24,SG_WEST,high,local_only
U001650,2018-10-20 21:22:00,active,2729,18_24,SG_NORTHEAST,high,local_only
U001651,2024-02-28 15:50:00,active,772,25_34,SG_EAST,low,local_only
U001652,2021-10-11 10:42:00,active,1643,25_34,SG_EAST,medium,local_only
U001653,2019-05-13 05:12:00,active,2525,18_24,SG_NORTH,medium,frequent_travel
U001654,2022-11-02 12:07:00,active,1255,25_34,SG_EAST,medium,occasional_travel
U001655,2020-11-26 09:55:00,active,1962,18_24,SG_WEST,low,occasional_travel
U001656,2022-03-14 02:26:00,locked,1489,50_64,SG_EAST,medium,local_only
U001657,2024-03-28 10:37:00,active,744,35_49,SG_EAST,medium,occasional_travel
U001658,2023-02-18 15:18:00,active,1147,25_34,SG_WEST,medium,occasional_travel
U001659,2022-07-12 01:37:00,active,1369,18_24,SG_NORTHEAST,low,occasional_travel
U001660,2022-03-26 23:40:00,active,1476,65_plus,SG_NORTHEAST,high,occasional_travel
U001661,2023-08-09 13:49:00,active,975,65_plus,SG_NORTH,low,local_only
U001662,2024-10-23 14:31:00,active,534,18_24,SG_CENTRAL,high,frequent_travel
U001663,2017-02-09 05:30:00,active,3348,50_64,SG_CENTRAL,low,frequent_travel
U001664,2019-05-03 00:18:00,active,2535,50_64,SG_EAST,high,frequent_travel
U001665,2024-07-21 10:31:00,active,629,50_64,SG_NORTHEAST,high,occasional_travel
U001666,2016-06-09 16:53:00,inactive,3592,35_49,SG_NORTH,high,frequent_travel
U001667,2024-12-16 21:07:00,active,480,50_64,SG_NORTHEAST,high,local_only
U001668,2024-05-27 15:33:00,active,683,25_34,SG_WEST,low,frequent_travel
U001669,2025-08-04 12:20:00,active,249,50_64,SG_NORTH,high,frequent_travel
U001670,2016-07-07 18:29:00,inactive,3564,25_34,SG_NORTH,high,occasional_travel
U001671,2019-12-20 22:41:00,active,2303,35_49,SG_EAST,low,local_only
U001672,2024-06-24 16:29:00,active,655,18_24,SG_NORTHEAST,medium,frequent_travel
U001673,2018-05-04 18:05:00,active,2898,25_34,SG_WEST,high,occasional_travel
U001674,2020-02-01 07:57:00,active,2261,18_24,SG_NORTHEAST,low,occasional_travel
U001675,2025-11-01 14:11:00,active,160,35_49,SG_EAST,medium,local_only
U001676,2019-01-27 03:31:00,inactive,2631,25_34,SG_NORTHEAST,low,local_only
U001677,2019-01-02 00:09:00,active,2656,35_49,SG_WEST,low,frequent_travel
U001678,2016-05-12 17:16:00,active,3620,25_34,SG_NORTH,high,occasional_travel
U001679,2022-08-21 10:03:00,active,1329,18_24,SG_WEST,low,frequent_travel
U001680,2023-02-21 05:59:00,active,1145,18_24,SG_NORTHEAST,high,frequent_travel
U001681,2025-01-30 12:31:00,active,435,35_49,SG_NORTHEAST,high,local_only
U001682,2017-02-11 20:55:00,active,3345,35_49,SG_EAST,high,frequent_travel
U001683,2017-03-20 22:31:00,active,3308,25_34,SG_NORTH,medium,local_only
U001684,2020-11-26 08:49:00,active,1962,50_64,SG_EAST,low,local_only
U001685,2019-11-20 19:16:00,locked,2333,25_34,SG_WEST,low,occasional_travel
U001686,2024-06-13 05:57:00,active,667,65_plus,SG_EAST,low,local_only
U001687,2025-06-19 21:27:00,active,295,50_64,SG_CENTRAL,high,frequent_travel
U001688,2024-09-26 11:36:00,active,562,50_64,SG_NORTH,low,local_only
U001689,2017-01-03 11:33:00,active,3385,18_24,SG_EAST,low,local_only
U001690,2023-04-11 07:08:00,active,1096,65_plus,SG_CENTRAL,low,local_only
U001691,2020-03-12 00:27:00,active,2221,18_24,SG_EAST,low,occasional_travel
U001692,2017-10-03 16:48:00,active,3111,25_34,SG_WEST,medium,occasional_travel
U001693,2024-07-18 03:41:00,active,632,35_49,SG_NORTHEAST,low,local_only
U001694,2017-01-10 10:29:00,active,3378,35_49,SG_CENTRAL,high,occasional_travel
U001695,2024-09-08 11:58:00,active,580,18_24,SG_EAST,medium,occasional_travel
U001696,2024-08-15 23:57:00,active,603,25_34,SG_NORTH,high,frequent_travel
U001697,2017-01-18 08:10:00,active,3370,18_24,SG_EAST,low,occasional_travel
U001698,2022-04-09 09:24:00,active,1463,18_24,SG_WEST,low,local_only
U001699,2019-07-01 06:51:00,active,2476,65_plus,SG_WEST,high,local_only
U001700,2018-08-28 21:30:00,active,2782,35_49,SG_NORTHEAST,medium,occasional_travel
U001701,2016-06-17 08:28:00,active,3585,50_64,SG_WEST,medium,frequent_travel
U001702,2017-04-27 09:24:00,active,3271,25_34,SG_EAST,medium,local_only
U001703,2021-11-23 20:46:00,active,1599,50_64,SG_CENTRAL,low,frequent_travel
U001704,2021-06-26 02:30:00,active,1750,35_49,SG_EAST,low,occasional_travel
U001705,2022-04-28 01:07:00,active,1444,50_64,SG_NORTH,high,frequent_travel
U001706,2022-07-16 07:17:00,active,1365,25_34,SG_NORTH,medium,frequent_travel
U001707,2020-09-12 17:37:00,active,2036,65_plus,SG_NORTHEAST,low,occasional_travel
U001708,2025-05-03 16:11:00,active,342,65_plus,SG_NORTHEAST,high,frequent_travel
U001709,2023-10-25 12:01:00,active,898,35_49,SG_CENTRAL,low,local_only
U001710,2022-03-18 16:57:00,active,1484,25_34,SG_CENTRAL,low,occasional_travel
U001711,2022-03-25 07:15:00,active,1478,25_34,SG_NORTHEAST,medium,local_only
U001712,2023-11-30 04:21:00,active,863,25_34,SG_CENTRAL,high,frequent_travel
U001713,2024-09-01 23:07:00,active,586,50_64,SG_WEST,low,frequent_travel
U001714,2025-01-31 13:23:00,active,434,50_64,SG_NORTHEAST,low,local_only
U001715,2024-08-17 23:32:00,active,601,25_34,SG_CENTRAL,low,frequent_travel
U001716,2016-12-14 21:48:00,active,3404,25_34,SG_NORTH,high,local_only
U001717,2017-11-19 18:00:00,active,3064,35_49,SG_NORTH,medium,frequent_travel
U001718,2022-06-29 20:51:00,active,1381,18_24,SG_WEST,low,local_only
U001719,2025-08-08 14:05:00,active,245,25_34,SG_NORTHEAST,low,local_only
U001720,2021-10-30 21:33:00,active,1623,50_64,SG_NORTHEAST,high,occasional_travel
U001721,2019-11-10 18:53:00,active,2343,25_34,SG_NORTH,low,occasional_travel
U001722,2025-03-30 18:12:00,active,376,25_34,SG_EAST,medium,frequent_travel
U001723,2025-08-25 04:32:00,active,229,65_plus,SG_NORTHEAST,low,frequent_travel
U001724,2021-01-08 19:43:00,active,1918,50_64,SG_NORTH,low,local_only
U001725,2017-04-07 23:20:00,active,3290,25_34,SG_WEST,low,local_only
U001726,2025-05-27 23:38:00,active,318,35_49,SG_CENTRAL,low,occasional_travel
U001727,2024-06-13 17:31:00,active,666,25_34,SG_NORTHEAST,low,occasional_travel
U001728,2024-03-03 17:11:00,active,768,18_24,SG_EAST,medium,local_only
U001729,2019-11-18 16:44:00,active,2335,50_64,SG_CENTRAL,low,occasional_travel
U001730,2025-03-26 01:28:00,active,381,35_49,SG_WEST,medium,frequent_travel
U001731,2024-02-03 01:16:00,active,798,35_49,SG_EAST,high,frequent_travel
U001732,2025-03-09 00:42:00,active,398,65_plus,SG_CENTRAL,high,local_only
U001733,2026-01-03 15:58:00,active,97,50_64,SG_NORTHEAST,low,occasional_travel
U001734,2024-06-20 06:50:00,active,660,18_24,SG_CENTRAL,high,local_only
U001735,2016-05-11 04:39:00,active,3622,25_34,SG_EAST,high,frequent_travel
U001736,2018-02-07 15:14:00,active,2984,35_49,SG_NORTH,low,occasional_travel
U001737,2023-01-05 23:43:00,active,1191,50_64,SG_CENTRAL,high,frequent_travel
U001738,2021-12-06 03:51:00,active,1587,65_plus,SG_NORTHEAST,low,local_only
U001739,2019-12-01 14:35:00,inactive,2322,18_24,SG_CENTRAL,low,occasional_travel
U001740,2020-02-21 09:02:00,active,2241,50_64,SG_WEST,low,occasional_travel
U001741,2024-06-19 09:41:00,active,661,35_49,SG_WEST,low,local_only
U001742,2024-04-07 20:17:00,active,733,50_64,SG_WEST,medium,frequent_travel
U001743,2024-09-13 07:47:00,inactive,575,50_64,SG_CENTRAL,medium,occasional_travel
U001744,2021-10-11 22:03:00,active,1642,25_34,SG_NORTH,medium,frequent_travel
U001745,2016-10-19 14:41:00,locked,3460,35_49,SG_CENTRAL,high,occasional_travel
U001746,2020-08-07 20:39:00,active,2072,18_24,SG_NORTHEAST,high,local_only
U001747,2017-12-19 03:39:00,active,3035,65_plus,SG_CENTRAL,low,local_only
U001748,2023-01-06 23:11:00,active,1190,50_64,SG_CENTRAL,low,occasional_travel
U001749,2016-06-21 20:14:00,active,3580,35_49,SG_NORTH,medium,frequent_travel
U001750,2020-04-10 20:08:00,active,2191,25_34,SG_CENTRAL,medium,occasional_travel
U001751,2024-01-14 22:18:00,active,817,35_49,SG_WEST,high,occasional_travel
U001752,2023-11-22 12:02:00,active,870,18_24,SG_WEST,medium,local_only
U001753,2020-03-01 06:42:00,locked,2232,25_34,SG_EAST,medium,frequent_travel
U001754,2025-12-03 15:29:00,active,128,18_24,SG_WEST,medium,occasional_travel
U001755,2023-11-19 10:10:00,active,874,18_24,SG_NORTH,medium,occasional_travel
U001756,2019-02-24 06:00:00,active,2603,18_24,SG_WEST,medium,local_only
U001757,2022-12-06 20:36:00,active,1221,65_plus,SG_EAST,high,occasional_travel
U001758,2024-03-19 10:10:00,active,753,50_64,SG_WEST,medium,local_only
U001759,2024-01-19 00:05:00,locked,813,50_64,SG_NORTH,high,frequent_travel
U001760,2017-06-27 06:31:00,suspended,3210,50_64,SG_WEST,high,frequent_travel
U001761,2021-11-30 11:40:00,active,1593,65_plus,SG_EAST,low,frequent_travel
U001762,2018-10-14 16:16:00,active,2735,35_49,SG_WEST,low,local_only
U001763,2021-02-18 06:58:00,active,1878,35_49,SG_CENTRAL,high,occasional_travel
U001764,2023-04-30 18:14:00,active,1076,50_64,SG_EAST,high,occasional_travel
U001765,2019-02-09 16:16:00,active,2617,25_34,SG_EAST,medium,frequent_travel
U001766,2020-02-26 06:20:00,active,2236,25_34,SG_WEST,low,local_only
U001767,2018-08-27 16:19:00,locked,2783,35_49,SG_WEST,low,occasional_travel
U001768,2022-10-31 18:52:00,active,1257,18_24,SG_NORTH,high,occasional_travel
U001769,2021-08-19 22:00:00,active,1695,65_plus,SG_NORTH,high,occasional_travel
U001770,2025-01-02 06:00:00,active,464,35_49,SG_EAST,high,frequent_travel
U001771,2024-06-13 17:29:00,active,666,35_49,SG_NORTH,high,occasional_travel
U001772,2018-05-27 14:50:00,active,2875,18_24,SG_CENTRAL,low,local_only
U001773,2018-12-29 11:27:00,active,2660,50_64,SG_CENTRAL,medium,frequent_travel
U001774,2017-11-04 14:43:00,active,3079,18_24,SG_NORTH,high,frequent_travel
U001775,2017-03-29 10:54:00,active,3300,50_64,SG_EAST,low,occasional_travel
U001776,2020-02-02 23:00:00,active,2259,50_64,SG_CENTRAL,medium,occasional_travel
U001777,2021-08-23 14:00:00,active,1691,50_64,SG_CENTRAL,medium,local_only
U001778,2020-08-02 02:20:00,active,2078,35_49,SG_WEST,medium,frequent_travel
U001779,2023-07-27 11:52:00,active,989,50_64,SG_CENTRAL,low,local_only
U001780,2024-07-21 23:14:00,active,628,65_plus,SG_NORTHEAST,medium,occasional_travel
U001781,2024-05-12 16:29:00,inactive,698,25_34,SG_NORTHEAST,medium,local_only
U001782,2019-05-13 14:01:00,active,2524,18_24,SG_NORTHEAST,medium,local_only
U001783,2019-02-20 22:41:00,inactive,2606,25_34,SG_NORTH,medium,frequent_travel
U001784,2024-07-01 21:05:00,active,648,25_34,SG_NORTHEAST,low,frequent_travel
U001785,2019-10-21 22:38:00,active,2363,35_49,SG_NORTHEAST,low,occasional_travel
U001786,2023-12-29 08:50:00,active,834,50_64,SG_CENTRAL,high,frequent_travel
U001787,2024-07-24 11:04:00,active,626,65_plus,SG_CENTRAL,high,occasional_travel
U001788,2025-12-29 07:33:00,inactive,103,35_49,SG_EAST,low,frequent_travel
U001789,2023-10-16 01:52:00,active,908,25_34,SG_NORTH,medium,frequent_travel
U001790,2025-09-12 02:37:00,active,211,25_34,SG_CENTRAL,high,frequent_travel
