session_id,scenario_name,user_id,device_id,service_id,authenticated_flag,login_stage_suspicious
SE007871,normal_returning_login_and_normal_usage,U000978,D001241,S0005,True,False
SE007872,normal_returning_login_and_normal_usage,U000978,D001241,S0005,True,False
SE007873,normal_returning_login_and_normal_usage,U000978,D001241,S0002,True,False
SE007874,legitimate_first_time_or_infrequent_service_usage,U000978,D001241,S0001,True,False
SE007875,repeated_attempts_before_success,U000978,D001241,S0001,True,True
SE007876,normal_returning_login_and_normal_usage,U000978,D001241,S0008,True,False
SE007877,normal_returning_login_and_normal_usage,U000978,D001241,S0011,True,False
SE007878,normal_returning_login_and_normal_usage,U000978,D001241,S0009,True,False
SE007879,normal_returning_login_and_normal_usage,U000978,D001241,S0005,True,False
SE007880,normal_returning_login_and_normal_usage,U000978,D001241,S0011,True,False
SE007881,normal_returning_login_and_normal_usage,U000978,D001241,S0002,True,False
SE007882,normal_returning_login_and_normal_usage,U000978,D001241,S0012,True,False
SE007883,normal_returning_login_and_normal_usage,U000979,D001242,S0003,True,False
SE007884,relinquished_account_access_and_operation,U000979,D001242,S0006,True,False
SE007885,normal_returning_login_and_normal_usage,U000979,D001242,S0001,True,False
SE007886,normal_returning_login_and_normal_usage,U000979,D001242,S0009,True,False
SE007887,normal_returning_login_and_normal_usage,U000979,D001242,S0012,True,False
SE007888,normal_returning_login_and_normal_usage,U000979,D001242,S0004,True,False
SE007889,normal_returning_login_and_normal_usage,U000979,D001242,S0006,True,False
SE007890,normal_returning_login_and_normal_usage,U000979,D001242,S0012,True,False
SE007891,social_engineering_or_malicious_approval,U000979,D001242,S0006,True,True
SE007892,normal_returning_login_and_normal_usage,U000979,D001242,S0008,True,False
SE007893,normal_returning_login_and_normal_usage,U000979,D001242,S0001,True,False
SE007894,normal_returning_login_and_normal_usage,U000979,D001242,S0007,True,False
SE007895,normal_returning_login_and_normal_usage,U000980,D001243,S0002,True,False
SE007896,normal_returning_login_and_normal_usage,U000980,D001243,S0004,True,False
SE007897,normal_returning_login_and_normal_usage,U000980,D001243,S0004,True,False
SE007898,legitimate_travel_or_device_change_login,U000980,D001243,S0008,True,False
SE007899,normal_returning_login_and_normal_usage,U000980,D001243,S0002,True,False
SE007900,normal_returning_login_and_normal_usage,U000980,D001243,S0008,True,False
SE007901,normal_returning_login_and_normal_usage,U000980,D001243,S0011,True,False
SE007902,legitimate_travel_or_device_change_login,U000980,D001243,S0009,True,False
SE007903,relinquished_account_access_and_operation,U000980,D001243,S0007,True,True
SE007904,normal_returning_login_and_normal_usage,U000980,D001243,S0006,True,False
SE007905,normal_returning_login_and_normal_usage,U000980,D001243,S0003,True,False
SE007906,normal_returning_login_and_normal_usage,U000980,D001243,S0004,True,False
SE007907,social_engineering_or_malicious_approval,U000981,D001246,S0010,True,True
SE007908,legitimate_travel_or_device_change_login,U000981,D001244,S0007,True,False
SE007909,remote_control_or_device_compromise_access,U000981,D001244,S0012,True,True
SE007910,suspicious_downstream_misuse_after_successful_access,U000981,D001245,S0005,True,False
SE007911,legitimate_travel_or_device_change_login,U000981,D001245,S0006,True,False
SE007912,relinquished_account_access_and_operation,U000981,D001244,S0008,True,True
SE007913,normal_returning_login_and_normal_usage,U000981,D001246,S0009,True,False
SE007914,normal_returning_login_and_normal_usage,U000981,D001245,S0007,True,False
SE007915,legitimate_travel_or_device_change_login,U000981,D001246,S0004,True,False
SE007916,normal_returning_login_and_normal_usage,U000982,D001247,S0001,True,False
SE007917,normal_returning_login_and_normal_usage,U000982,D001247,S0007,True,False
SE007918,normal_returning_login_and_normal_usage,U000982,D001247,S0007,True,False
SE007919,normal_returning_login_and_normal_usage,U000982,D001247,S0004,True,False
SE007920,normal_returning_login_and_normal_usage,U000982,D001247,S0010,True,False
SE007921,normal_returning_login_and_normal_usage,U000983,D001248,S0012,True,False
SE007922,normal_returning_login_and_normal_usage,U000983,D001248,S0008,True,False
SE007923,normal_returning_login_and_normal_usage,U000983,D001248,S0003,True,False
SE007924,normal_returning_login_and_normal_usage,U000983,D001248,S0003,True,False
SE007925,normal_returning_login_and_normal_usage,U000983,D001248,S0005,True,False
SE007926,normal_returning_login_and_normal_usage,U000983,D001248,S0008,True,False
SE007927,legitimate_first_time_or_infrequent_service_usage,U000983,D001248,S0005,True,False
SE007928,legitimate_first_time_or_infrequent_service_usage,U000983,D001248,S0005,True,False
SE007929,normal_returning_login_and_normal_usage,U000983,D001248,S0002,True,False
SE007930,normal_returning_login_and_normal_usage,U000983,D001248,S0003,True,False
SE007931,normal_returning_login_and_normal_usage,U000984,D001249,S0003,True,False
SE007932,normal_returning_login_and_normal_usage,U000984,D001249,S0010,True,False
SE007933,normal_returning_login_and_normal_usage,U000984,D001249,S0004,True,False
SE007934,normal_returning_login_and_normal_usage,U000984,D001249,S0002,True,False
SE007935,legitimate_first_time_or_infrequent_service_usage,U000984,D001249,S0011,True,False
SE007936,normal_returning_login_and_normal_usage,U000984,D001249,S0006,True,False
SE007937,normal_returning_login_and_normal_usage,U000984,D001249,S0006,True,False
SE007938,normal_returning_login_and_normal_usage,U000984,D001249,S0011,True,False
SE007939,normal_returning_login_and_normal_usage,U000984,D001249,S0004,True,False
SE007940,normal_returning_login_and_normal_usage,U000984,D001249,S0011,True,False
SE007941,normal_returning_login_and_normal_usage,U000985,D001250,S0007,True,False
SE007942,legitimate_travel_or_device_change_login,U000985,D001250,S0009,True,False
SE007943,remote_control_or_device_compromise_access,U000985,D001250,S0011,True,True
SE007944,normal_returning_login_and_normal_usage,U000985,D001250,S0006,True,False
SE007945,normal_returning_login_and_normal_usage,U000985,D001250,S0005,True,False
SE007946,legitimate_travel_or_device_change_login,U000985,D001250,S0006,True,False
SE007947,normal_returning_login_and_normal_usage,U000985,D001250,S0006,True,False
SE007948,legitimate_first_time_or_infrequent_service_usage,U000986,D001251,S0006,True,False
SE007949,legitimate_travel_or_device_change_login,U000986,D001253,S0008,True,False
SE007950,suspicious_downstream_misuse_after_successful_access,U000986,D001253,S0008,True,False
SE007951,normal_returning_login_and_normal_usage,U000986,D001253,S0006,True,False
SE007952,normal_returning_login_and_normal_usage,U000986,D001253,S0008,True,False
SE007953,suspicious_downstream_misuse_after_successful_access,U000987,D001254,S0007,True,False
SE007954,legitimate_travel_or_device_change_login,U000987,D001254,S0008,True,False
SE007955,normal_returning_login_and_normal_usage,U000987,D001254,S0005,True,False
SE007956,suspicious_downstream_misuse_after_successful_access,U000987,D001254,S0008,True,False
SE007957,normal_returning_login_and_normal_usage,U000988,D001255,S0010,True,False
SE007958,normal_returning_login_and_normal_usage,U000988,D001255,S0007,True,False
SE007959,social_engineering_or_malicious_approval,U000988,D001255,S0003,True,False
SE007960,normal_returning_login_and_normal_usage,U000988,D001255,S0006,True,False
SE007961,remote_control_or_device_compromise_access,U000988,D001255,S0007,True,True
SE007962,normal_returning_login_and_normal_usage,U000988,D001255,S0007,True,False
SE007963,social_engineering_or_malicious_approval,U000988,D001255,S0012,True,True
SE007964,normal_returning_login_and_normal_usage,U000988,D001255,S0012,True,False
SE007965,normal_returning_login_and_normal_usage,U000988,D001255,S0004,True,False
SE007966,normal_returning_login_and_normal_usage,U000988,D001255,S0002,True,False
SE007967,remote_control_or_device_compromise_access,U000988,D001255,S0011,True,True
SE007968,legitimate_first_time_or_infrequent_service_usage,U000989,D001256,S0002,True,False
SE007969,social_engineering_or_malicious_approval,U000989,D001256,S0003,True,True
SE007970,normal_returning_login_and_normal_usage,U000989,D001256,S0009,True,False
SE007971,normal_returning_login_and_normal_usage,U000989,D001256,S0003,True,False
SE007972,normal_returning_login_and_normal_usage,U000989,D001256,S0002,True,False
SE007973,normal_returning_login_and_normal_usage,U000989,D001256,S0003,True,False
SE007974,normal_returning_login_and_normal_usage,U000989,D001256,S0004,True,False
SE007975,normal_returning_login_and_normal_usage,U000989,D001256,S0011,True,False
SE007976,normal_returning_login_and_normal_usage,U000989,D001256,S0006,True,False
SE007977,normal_returning_login_and_normal_usage,U000990,D001257,S0005,True,False
SE007978,normal_returning_login_and_normal_usage,U000990,D001257,S0012,True,False
SE007979,normal_returning_login_and_normal_usage,U000990,D001257,S0002,True,False
SE007980,normal_returning_login_and_normal_usage,U000990,D001257,S0008,True,False
SE007981,normal_returning_login_and_normal_usage,U000990,D001257,S0007,True,False
SE007982,normal_returning_login_and_normal_usage,U000990,D001257,S0003,True,False
SE007983,normal_returning_login_and_normal_usage,U000990,D001257,S0003,True,False
SE007984,normal_returning_login_and_normal_usage,U000990,D001257,S0010,True,False
SE007985,normal_returning_login_and_normal_usage,U000990,D001257,S0005,True,False
SE007986,normal_returning_login_and_normal_usage,U000991,D001258,S0008,True,False
SE007987,normal_returning_login_and_normal_usage,U000991,D001258,S0004,True,False
SE007988,normal_returning_login_and_normal_usage,U000991,D001258,S0007,True,False
SE007989,normal_returning_login_and_normal_usage,U000991,D001258,S0005,True,False
SE007990,normal_returning_login_and_normal_usage,U000991,D001258,S0003,True,False
SE007991,remote_control_or_device_compromise_access,U000991,D001258,S0006,True,True
SE007992,normal_returning_login_and_normal_usage,U000991,D001258,S0009,True,False
SE007993,normal_returning_login_and_normal_usage,U000992,D001260,S0005,True,False
SE007994,social_engineering_or_malicious_approval,U000992,D001259,S0009,True,True
SE007995,social_engineering_or_malicious_approval,U000992,D001259,S0011,True,False
SE007996,normal_returning_login_and_normal_usage,U000992,D001260,S0007,True,False
SE007997,legitimate_travel_or_device_change_login,U000992,D001260,S0003,True,False
SE007998,normal_returning_login_and_normal_usage,U000993,D001261,S0004,True,False
SE007999,social_engineering_or_malicious_approval,U000993,D001262,S0005,True,True
SE008000,legitimate_travel_or_device_change_login,U000993,D001262,S0004,True,False
SE008001,normal_returning_login_and_normal_usage,U000993,D001262,S0007,True,False
SE008002,normal_returning_login_and_normal_usage,U000993,D001262,S0010,True,False
SE008003,legitimate_travel_or_device_change_login,U000993,D001261,S0005,True,False
SE008004,normal_returning_login_and_normal_usage,U000993,D001261,S0012,True,False
SE008005,normal_returning_login_and_normal_usage,U000993,D001261,S0006,True,False
SE008006,normal_returning_login_and_normal_usage,U000994,D001263,S0007,True,False
SE008007,normal_returning_login_and_normal_usage,U000994,D001264,S0003,True,False
SE008008,normal_returning_login_and_normal_usage,U000994,D001264,S0009,True,False
SE008009,legitimate_travel_or_device_change_login,U000994,D001263,S0011,True,False
SE008010,legitimate_travel_or_device_change_login,U000994,D001264,S0010,True,False
SE008011,normal_returning_login_and_normal_usage,U000994,D001264,S0009,True,False
SE008012,social_engineering_or_malicious_approval,U000995,D001265,S0001,True,True
SE008013,legitimate_first_time_or_infrequent_service_usage,U000995,D001265,S0012,True,False
SE008014,relinquished_account_access_and_operation,U000995,D001265,S0012,True,True
SE008015,normal_returning_login_and_normal_usage,U000995,D001265,S0005,True,False
SE008016,normal_returning_login_and_normal_usage,U000995,D001265,S0002,True,False
SE008017,normal_returning_login_and_normal_usage,U000995,D001265,S0005,True,False
SE008018,normal_returning_login_and_normal_usage,U000995,D001265,S0002,True,False
SE008019,normal_returning_login_and_normal_usage,U000995,D001265,S0004,True,False
SE008020,remote_control_or_device_compromise_access,U000995,D001265,S0012,True,True
SE008021,normal_returning_login_and_normal_usage,U000996,D001266,S0002,True,False
SE008022,relinquished_account_access_and_operation,U000996,D001266,S0009,True,False
SE008023,legitimate_travel_or_device_change_login,U000996,D001266,S0001,True,False
SE008024,legitimate_first_time_or_infrequent_service_usage,U000996,D001266,S0002,True,False
SE008025,normal_returning_login_and_normal_usage,U000996,D001266,S0005,True,False
SE008026,normal_returning_login_and_normal_usage,U000996,D001266,S0012,True,False
SE008027,normal_returning_login_and_normal_usage,U000996,D001266,S0009,True,False
SE008028,remote_control_or_device_compromise_access,U000997,D001267,S0005,True,True
SE008029,remote_control_or_device_compromise_access,U000997,D001267,S0009,True,True
SE008030,normal_returning_login_and_normal_usage,U000997,D001267,S0002,True,False
SE008031,normal_returning_login_and_normal_usage,U000997,D001267,S0003,True,False
SE008032,social_engineering_or_malicious_approval,U000997,D001267,S0011,True,False
SE008033,normal_returning_login_and_normal_usage,U000997,D001267,S0009,True,False
SE008034,relinquished_account_access_and_operation,U000997,D001267,S0011,True,False
SE008035,normal_returning_login_and_normal_usage,U000998,D001268,S0004,True,False
SE008036,normal_returning_login_and_normal_usage,U000998,D001268,S0010,True,False
SE008037,suspicious_downstream_misuse_after_successful_access,U000998,D001268,S0001,True,False
SE008038,normal_returning_login_and_normal_usage,U000998,D001268,S0008,True,False
SE008039,normal_returning_login_and_normal_usage,U000998,D001268,S0004,True,False
SE008040,normal_returning_login_and_normal_usage,U000999,D001269,S0006,True,False
SE008041,remote_control_or_device_compromise_access,U000999,D001269,S0012,True,True
SE008042,normal_returning_login_and_normal_usage,U000999,D001269,S0010,True,False
SE008043,normal_returning_login_and_normal_usage,U000999,D001269,S0011,True,False
SE008044,normal_returning_login_and_normal_usage,U000999,D001269,S0006,True,False
SE008045,normal_returning_login_and_normal_usage,U000999,D001269,S0001,True,False
SE008046,repeated_attempts_before_success,U000999,D001269,S0006,True,True
SE008047,normal_returning_login_and_normal_usage,U001000,D001270,S0006,True,False
SE008048,normal_returning_login_and_normal_usage,U001000,D001270,S0004,True,False
SE008049,normal_returning_login_and_normal_usage,U001000,D001270,S0005,True,False
SE008050,normal_returning_login_and_normal_usage,U001000,D001270,S0008,True,False
SE008051,legitimate_first_time_or_infrequent_service_usage,U001000,D001270,S0007,True,False
SE008052,normal_returning_login_and_normal_usage,U001000,D001270,S0009,True,False
SE008053,normal_returning_login_and_normal_usage,U001001,D001272,S0010,True,False
SE008054,normal_returning_login_and_normal_usage,U001001,D001272,S0006,True,False
SE008055,legitimate_travel_or_device_change_login,U001001,D001271,S0010,True,False
SE008056,remote_control_or_device_compromise_access,U001001,D001272,S0004,True,True
SE008057,suspicious_downstream_misuse_after_successful_access,U001001,D001272,S0007,True,False
SE008058,normal_returning_login_and_normal_usage,U001001,D001271,S0005,True,False
SE008059,legitimate_travel_or_device_change_login,U001001,D001272,S0006,True,False
SE008060,normal_returning_login_and_normal_usage,U001002,D001273,S0012,True,False
SE008061,normal_returning_login_and_normal_usage,U001002,D001273,S0004,True,False
SE008062,relinquished_account_access_and_operation,U001002,D001273,S0004,True,False
SE008063,social_engineering_or_malicious_approval,U001002,D001273,S0003,True,False
SE008064,legitimate_first_time_or_infrequent_service_usage,U001002,D001273,S0012,True,False
SE008065,normal_returning_login_and_normal_usage,U001003,D001274,S0004,True,False
SE008066,suspicious_downstream_misuse_after_successful_access,U001003,D001274,S0011,True,False
SE008067,relinquished_account_access_and_operation,U001003,D001274,S0009,True,True
SE008068,normal_returning_login_and_normal_usage,U001003,D001274,S0008,True,False
SE008069,legitimate_first_time_or_infrequent_service_usage,U001004,D001276,S0001,True,False
SE008070,normal_returning_login_and_normal_usage,U001004,D001276,S0002,True,False
SE008071,remote_control_or_device_compromise_access,U001004,D001276,S0005,True,True
SE008072,legitimate_first_time_or_infrequent_service_usage,U001004,D001276,S0009,True,False
SE008073,normal_returning_login_and_normal_usage,U001004,D001276,S0003,True,False
SE008074,legitimate_travel_or_device_change_login,U001004,D001276,S0007,True,False
SE008075,normal_returning_login_and_normal_usage,U001004,D001276,S0004,True,False
SE008076,normal_returning_login_and_normal_usage,U001004,D001276,S0006,True,False
SE008077,normal_returning_login_and_normal_usage,U001005,D001277,S0006,True,False
SE008078,normal_returning_login_and_normal_usage,U001005,D001277,S0012,True,False
SE008079,normal_returning_login_and_normal_usage,U001005,D001277,S0001,True,False
SE008080,legitimate_travel_or_device_change_login,U001005,D001277,S0008,True,False
SE008081,legitimate_first_time_or_infrequent_service_usage,U001006,D001278,S0001,True,False
SE008082,normal_returning_login_and_normal_usage,U001006,D001278,S0004,True,False
SE008083,legitimate_travel_or_device_change_login,U001006,D001278,S0009,True,False
SE008084,normal_returning_login_and_normal_usage,U001006,D001278,S0012,True,False
SE008085,relinquished_account_access_and_operation,U001006,D001278,S0006,True,True
SE008086,normal_returning_login_and_normal_usage,U001006,D001278,S0001,True,False
SE008087,normal_returning_login_and_normal_usage,U001006,D001278,S0006,True,False
SE008088,normal_returning_login_and_normal_usage,U001006,D001278,S0005,True,False
SE008089,normal_returning_login_and_normal_usage,U001006,D001278,S0001,True,False
SE008090,relinquished_account_access_and_operation,U001006,D001278,S0012,True,False
SE008091,social_engineering_or_malicious_approval,U001006,D001278,S0002,True,True
SE008092,normal_returning_login_and_normal_usage,U001006,D001278,S0003,True,False
SE008093,normal_returning_login_and_normal_usage,U001007,D001279,S0007,True,False
SE008094,normal_returning_login_and_normal_usage,U001007,D001280,S0012,True,False
SE008095,normal_returning_login_and_normal_usage,U001007,D001281,S0007,True,False
SE008096,legitimate_travel_or_device_change_login,U001007,D001280,S0001,True,False
SE008097,normal_returning_login_and_normal_usage,U001007,D001279,S0005,True,False
SE008098,remote_control_or_device_compromise_access,U001007,D001279,S0008,True,True
SE008099,normal_returning_login_and_normal_usage,U001007,D001279,S0003,True,False
SE008100,normal_returning_login_and_normal_usage,U001007,D001279,S0010,True,False
SE008101,social_engineering_or_malicious_approval,U001008,D001282,S0005,True,False
SE008102,normal_returning_login_and_normal_usage,U001008,D001282,S0007,True,False
SE008103,normal_returning_login_and_normal_usage,U001008,D001282,S0007,True,False
SE008104,normal_returning_login_and_normal_usage,U001008,D001282,S0012,True,False
SE008105,normal_returning_login_and_normal_usage,U001008,D001282,S0002,True,False
SE008106,normal_returning_login_and_normal_usage,U001008,D001282,S0009,True,False
SE008107,normal_returning_login_and_normal_usage,U001008,D001282,S0011,True,False
SE008108,social_engineering_or_malicious_approval,U001008,D001282,S0006,True,False
SE008109,normal_returning_login_and_normal_usage,U001008,D001282,S0008,True,False
SE008110,remote_control_or_device_compromise_access,U001008,D001282,S0007,True,True
SE008111,normal_returning_login_and_normal_usage,U001008,D001282,S0008,True,False
SE008112,normal_returning_login_and_normal_usage,U001008,D001282,S0010,True,False
SE008113,normal_returning_login_and_normal_usage,U001009,D001283,S0011,True,False
SE008114,legitimate_travel_or_device_change_login,U001009,D001283,S0002,True,False
SE008115,relinquished_account_access_and_operation,U001009,D001283,S0002,True,True
SE008116,normal_returning_login_and_normal_usage,U001009,D001283,S0007,True,False
SE008117,normal_returning_login_and_normal_usage,U001009,D001283,S0003,True,False
SE008118,normal_returning_login_and_normal_usage,U001009,D001283,S0012,True,False
SE008119,legitimate_first_time_or_infrequent_service_usage,U001009,D001283,S0009,True,False
SE008120,normal_returning_login_and_normal_usage,U001010,D001284,S0003,True,False
SE008121,normal_returning_login_and_normal_usage,U001010,D001284,S0004,True,False
SE008122,social_engineering_or_malicious_approval,U001010,D001284,S0001,True,True
SE008123,normal_returning_login_and_normal_usage,U001010,D001284,S0011,True,False
SE008124,normal_returning_login_and_normal_usage,U001010,D001284,S0007,True,False
SE008125,normal_returning_login_and_normal_usage,U001010,D001284,S0003,True,False
SE008126,normal_returning_login_and_normal_usage,U001010,D001284,S0006,True,False
SE008127,normal_returning_login_and_normal_usage,U001010,D001284,S0011,True,False
SE008128,normal_returning_login_and_normal_usage,U001010,D001284,S0012,True,False
SE008129,social_engineering_or_malicious_approval,U001011,D001286,S0012,True,False
SE008130,relinquished_account_access_and_operation,U001011,D001285,S0004,True,True
SE008131,normal_returning_login_and_normal_usage,U001011,D001286,S0012,True,False
SE008132,normal_returning_login_and_normal_usage,U001011,D001286,S0001,True,False
SE008133,normal_returning_login_and_normal_usage,U001011,D001286,S0009,True,False
SE008134,normal_returning_login_and_normal_usage,U001011,D001286,S0009,True,False
SE008135,normal_returning_login_and_normal_usage,U001011,D001286,S0009,True,False
SE008136,normal_returning_login_and_normal_usage,U001012,D001287,S0011,True,False
SE008137,relinquished_account_access_and_operation,U001012,D001287,S0003,True,True
SE008138,normal_returning_login_and_normal_usage,U001012,D001287,S0008,True,False
SE008139,social_engineering_or_malicious_approval,U001012,D001287,S0006,True,False
SE008140,normal_returning_login_and_normal_usage,U001013,D001288,S0009,True,False
SE008141,legitimate_travel_or_device_change_login,U001013,D001289,S0005,True,False
SE008142,normal_returning_login_and_normal_usage,U001013,D001289,S0008,True,False
SE008143,normal_returning_login_and_normal_usage,U001013,D001288,S0007,True,False
SE008144,normal_returning_login_and_normal_usage,U001013,D001288,S0001,True,False
SE008145,normal_returning_login_and_normal_usage,U001014,D001290,S0010,True,False
SE008146,normal_returning_login_and_normal_usage,U001014,D001290,S0012,True,False
SE008147,relinquished_account_access_and_operation,U001014,D001290,S0009,True,False
SE008148,normal_returning_login_and_normal_usage,U001014,D001290,S0001,True,False
SE008149,legitimate_travel_or_device_change_login,U001014,D001290,S0010,True,False
SE008150,repeated_attempts_before_success,U001014,D001290,S0007,True,True
SE008151,remote_control_or_device_compromise_access,U001014,D001290,S0002,True,True
SE008152,suspicious_downstream_misuse_after_successful_access,U001014,D001290,S0008,True,False
SE008153,legitimate_first_time_or_infrequent_service_usage,U001014,D001290,S0001,True,False
SE008154,normal_returning_login_and_normal_usage,U001014,D001290,S0006,True,False
SE008155,normal_returning_login_and_normal_usage,U001015,D001291,S0004,True,False
SE008156,repeated_attempts_before_success,U001015,D001292,S0010,True,True
SE008157,legitimate_travel_or_device_change_login,U001015,D001291,S0010,True,False
SE008158,normal_returning_login_and_normal_usage,U001015,D001292,S0012,True,False
SE008159,normal_returning_login_and_normal_usage,U001016,D001294,S0001,True,False
SE008160,normal_returning_login_and_normal_usage,U001016,D001295,S0011,True,False
SE008161,normal_returning_login_and_normal_usage,U001016,D001295,S0005,True,False
SE008162,social_engineering_or_malicious_approval,U001016,D001293,S0001,True,True
SE008163,relinquished_account_access_and_operation,U001016,D001295,S0009,True,False
SE008164,repeated_attempts_before_success,U001016,D001293,S0012,True,True
SE008165,repeated_attempts_before_success,U001016,D001293,S0003,False,True
SE008166,normal_returning_login_and_normal_usage,U001016,D001293,S0009,True,False
SE008167,normal_returning_login_and_normal_usage,U001017,D001296,S0012,True,False
SE008168,normal_returning_login_and_normal_usage,U001017,D001296,S0007,True,False
SE008169,normal_returning_login_and_normal_usage,U001017,D001296,S0002,True,False
SE008170,normal_returning_login_and_normal_usage,U001017,D001296,S0009,True,False
SE008171,normal_returning_login_and_normal_usage,U001017,D001296,S0010,True,False
SE008172,normal_returning_login_and_normal_usage,U001017,D001296,S0005,True,False
SE008173,normal_returning_login_and_normal_usage,U001017,D001296,S0009,True,False
SE008174,repeated_attempts_before_success,U001017,D001296,S0009,True,True
SE008175,normal_returning_login_and_normal_usage,U001017,D001296,S0007,True,False
SE008176,normal_returning_login_and_normal_usage,U001017,D001296,S0002,True,False
SE008177,remote_control_or_device_compromise_access,U001017,D001296,S0009,True,True
SE008178,normal_returning_login_and_normal_usage,U001018,D001297,S0004,True,False
SE008179,normal_returning_login_and_normal_usage,U001018,D001298,S0003,True,False
SE008180,normal_returning_login_and_normal_usage,U001018,D001297,S0006,True,False
SE008181,social_engineering_or_malicious_approval,U001018,D001298,S0006,True,False
SE008182,normal_returning_login_and_normal_usage,U001018,D001298,S0003,True,False
SE008183,normal_returning_login_and_normal_usage,U001018,D001297,S0010,True,False
SE008184,normal_returning_login_and_normal_usage,U001018,D001298,S0001,True,False
SE008185,legitimate_travel_or_device_change_login,U001018,D001298,S0007,True,False
SE008186,legitimate_first_time_or_infrequent_service_usage,U001019,D001300,S0004,True,False
SE008187,normal_returning_login_and_normal_usage,U001019,D001300,S0003,True,False
SE008188,normal_returning_login_and_normal_usage,U001019,D001299,S0001,True,False
SE008189,normal_returning_login_and_normal_usage,U001019,D001300,S0003,True,False
SE008190,normal_returning_login_and_normal_usage,U001019,D001300,S0001,True,False
SE008191,social_engineering_or_malicious_approval,U001019,D001299,S0001,True,True
SE008192,repeated_attempts_before_success,U001020,D001302,S0012,False,True
SE008193,normal_returning_login_and_normal_usage,U001020,D001302,S0007,True,False
SE008194,relinquished_account_access_and_operation,U001020,D001302,S0003,True,True
SE008195,normal_returning_login_and_normal_usage,U001020,D001302,S0004,True,False
SE008196,normal_returning_login_and_normal_usage,U001020,D001302,S0012,True,False
SE008197,legitimate_travel_or_device_change_login,U001021,D001303,S0012,True,False
SE008198,social_engineering_or_malicious_approval,U001021,D001303,S0012,True,True
SE008199,normal_returning_login_and_normal_usage,U001021,D001303,S0007,True,False
SE008200,normal_returning_login_and_normal_usage,U001021,D001303,S0007,True,False
SE008201,normal_returning_login_and_normal_usage,U001021,D001303,S0010,True,False
SE008202,repeated_attempts_before_success,U001021,D001303,S0002,False,True
SE008203,normal_returning_login_and_normal_usage,U001021,D001303,S0003,True,False
SE008204,normal_returning_login_and_normal_usage,U001021,D001303,S0002,True,False
SE008205,remote_control_or_device_compromise_access,U001022,D001304,S0012,True,True
SE008206,remote_control_or_device_compromise_access,U001022,D001304,S0012,True,True
SE008207,normal_returning_login_and_normal_usage,U001022,D001304,S0012,True,False
SE008208,normal_returning_login_and_normal_usage,U001022,D001304,S0004,True,False
SE008209,normal_returning_login_and_normal_usage,U001022,D001304,S0002,True,False
SE008210,normal_returning_login_and_normal_usage,U001022,D001304,S0002,True,False
SE008211,suspicious_downstream_misuse_after_successful_access,U001022,D001304,S0011,True,False
SE008212,normal_returning_login_and_normal_usage,U001022,D001304,S0001,True,False
SE008213,legitimate_travel_or_device_change_login,U001022,D001304,S0007,True,False
SE008214,social_engineering_or_malicious_approval,U001022,D001304,S0001,True,False
SE008215,social_engineering_or_malicious_approval,U001022,D001304,S0001,True,False
SE008216,relinquished_account_access_and_operation,U001023,D001305,S0001,True,False
SE008217,normal_returning_login_and_normal_usage,U001023,D001305,S0010,True,False
SE008218,legitimate_travel_or_device_change_login,U001023,D001305,S0007,True,False
SE008219,legitimate_first_time_or_infrequent_service_usage,U001023,D001305,S0004,True,False
SE008220,normal_returning_login_and_normal_usage,U001023,D001305,S0012,True,False
SE008221,normal_returning_login_and_normal_usage,U001023,D001305,S0011,True,False
SE008222,normal_returning_login_and_normal_usage,U001023,D001305,S0004,True,False
SE008223,normal_returning_login_and_normal_usage,U001024,D001306,S0010,True,False
SE008224,legitimate_travel_or_device_change_login,U001024,D001306,S0010,True,False
SE008225,normal_returning_login_and_normal_usage,U001024,D001306,S0010,True,False
SE008226,normal_returning_login_and_normal_usage,U001024,D001306,S0010,True,False
SE008227,normal_returning_login_and_normal_usage,U001024,D001306,S0009,True,False
SE008228,normal_returning_login_and_normal_usage,U001024,D001306,S0003,True,False
SE008229,normal_returning_login_and_normal_usage,U001024,D001306,S0012,True,False
SE008230,legitimate_travel_or_device_change_login,U001024,D001306,S0001,True,False
SE008231,legitimate_travel_or_device_change_login,U001024,D001306,S0003,True,False
SE008232,normal_returning_login_and_normal_usage,U001024,D001306,S0003,True,False
SE008233,normal_returning_login_and_normal_usage,U001024,D001306,S0007,True,False
SE008234,suspicious_downstream_misuse_after_successful_access,U001024,D001306,S0003,True,False
SE008235,normal_returning_login_and_normal_usage,U001025,D001307,S0003,True,False
SE008236,normal_returning_login_and_normal_usage,U001025,D001307,S0008,True,False
SE008237,normal_returning_login_and_normal_usage,U001025,D001307,S0010,True,False
SE008238,normal_returning_login_and_normal_usage,U001025,D001307,S0009,True,False
SE008239,normal_returning_login_and_normal_usage,U001025,D001307,S0011,True,False
SE008240,normal_returning_login_and_normal_usage,U001025,D001307,S0005,True,False
SE008241,relinquished_account_access_and_operation,U001025,D001307,S0010,True,False
SE008242,normal_returning_login_and_normal_usage,U001025,D001307,S0012,True,False
SE008243,normal_returning_login_and_normal_usage,U001025,D001307,S0009,True,False
SE008244,normal_returning_login_and_normal_usage,U001025,D001307,S0004,True,False
SE008245,normal_returning_login_and_normal_usage,U001025,D001307,S0010,True,False
SE008246,suspicious_downstream_misuse_after_successful_access,U001026,D001309,S0012,True,False
