session_id,target_post_login_fraud_flag,ml_score,split_name,ml_predicted_flag
SE001499,0,0.06984521,train,0
SE002721,0,0.18799332,train,0
SE039419,0,0.12652513,train,0
SE034237,0,0.18459623,train,0
SE018365,0,0.1708418,train,0
SE015483,0,0.06701962,train,0
SE014925,1,0.99930584,train,1
SE003184,0,0.07893932,train,0
SE031488,0,0.1708418,train,0
SE020130,0,0.15255274,train,0
SE024200,0,0.034784924,train,0
SE023994,0,0.23577324,train,0
SE038580,0,0.20552202,train,0
SE007506,0,0.23909964,train,0
SE032473,0,0.13634233,train,0
SE005941,1,0.9993911,train,1
SE034680,0,0.19193114,train,0
SE039707,0,0.17086792,train,0
SE029547,1,0.9995771,train,1
SE004650,0,0.16888048,train,0
SE007524,0,0.17048176,train,0
SE021818,0,0.18054828,train,0
SE025272,1,0.9992155,train,1
SE027107,0,0.18354525,train,0
SE020766,0,0.15046854,train,0
SE002637,0,0.18500051,train,0
SE005238,0,0.16828835,train,0
SE015264,0,0.1657573,train,0
SE017516,0,0.0003853815,train,0
SE022668,0,0.15868531,train,0
SE019560,0,0.13597809,train,0
SE025662,0,0.08064543,train,0
SE021670,0,0.1540792,train,0
SE015801,0,0.17671376,train,0
SE023714,1,0.99942183,train,1
SE035951,0,0.11496939,train,0
SE039195,0,0.17260188,train,0
SE014938,0,0.07715049,train,0
SE025304,1,0.21167177,train,0
SE011393,0,0.15144765,train,0
SE025949,0,0.0006765182,train,0
SE001190,0,0.20247453,train,0
SE010661,0,0.19365036,train,0
SE039799,0,0.13147816,train,0
SE033228,0,0.13556166,train,0
SE002659,0,0.00045449633,train,0
SE031235,0,0.16149318,train,0
SE009014,0,0.17790489,train,0
SE034560,0,0.16783121,train,0
SE010679,0,0.28035322,train,0
SE019053,0,0.0006606102,train,0
SE034094,1,0.99967694,train,1
SE026875,0,0.2196427,train,0
SE000001,0,0.07031581,train,0
SE034961,0,0.11250313,train,0
SE031044,1,0.99952245,train,1
SE017050,0,0.18321711,train,0
SE019960,0,0.1933822,train,0
SE032369,0,0.16472067,train,0
SE002286,1,0.9995408,train,1
SE018049,0,0.16857368,train,0
SE011621,0,0.0008937624,train,0
SE015346,0,0.107151315,train,0
SE000503,0,0.2064592,train,0
SE020471,0,0.14652702,train,0
SE023983,0,0.18534371,train,0
SE033727,0,0.17714971,train,0
SE039989,0,0.1310494,train,0
SE023656,1,0.99954563,train,1
SE005295,0,0.00038107805,train,0
SE017973,0,0.12951848,train,0
SE010584,0,0.21003437,train,0
SE010592,0,0.17859842,train,0
SE016129,0,0.09373079,train,0
SE037022,0,0.13953497,train,0
SE037862,0,0.20041606,train,0
SE031325,0,0.1068844,train,0
SE022647,0,0.058064427,train,0
SE005740,0,0.20377956,train,0
SE031789,0,0.1872139,train,0
SE017756,1,0.99954236,train,1
SE003314,1,0.99807966,train,1
SE037884,1,0.14448662,train,0
SE038819,0,0.16649425,train,0
SE003136,0,0.0005208416,train,0
SE005096,0,0.15540151,train,0
SE015373,0,0.10857496,train,0
SE016088,0,0.16178034,train,0
SE000205,1,0.19645253,train,0
SE025967,1,0.19574074,train,0
SE010517,1,0.9996332,train,1
SE008833,0,0.16745856,train,0
SE023213,0,0.15536712,train,0
SE035785,0,0.107591994,train,0
SE008376,0,0.15401961,train,0
SE015901,0,0.16246979,train,0
SE038243,0,0.16079912,train,0
SE009811,1,0.99947757,train,1
SE011528,0,0.072863445,train,0
SE005175,0,0.16144216,train,0
SE000524,1,0.9992969,train,1
SE035423,0,0.19590697,train,0
SE036802,0,0.054178897,train,0
SE038608,0,0.098962516,train,0
SE031930,0,0.13503739,train,0
SE004710,0,0.19912581,train,0
SE018121,0,0.21855202,train,0
SE012213,0,0.11497047,train,0
SE006770,0,0.0805851,train,0
SE000929,0,0.14066039,train,0
SE034338,0,0.19661349,train,0
SE018626,0,0.1362505,train,0
SE003274,1,0.99946934,train,1
SE029553,1,0.9994987,train,1
SE036628,0,0.14852136,train,0
SE036520,1,0.9973464,train,1
SE017813,0,0.00045138464,train,0
SE021105,1,0.99953234,train,1
SE022718,0,0.21334049,train,0
SE009318,1,0.42698547,train,0
SE010723,0,0.27161244,train,0
SE039243,0,0.15262227,train,0
SE025669,0,0.31522304,train,0
SE016188,0,0.12588197,train,0
SE005385,0,0.10401911,train,0
SE001242,0,0.078148246,train,0
SE009752,0,0.15519294,train,0
SE003524,0,0.09742646,train,0
SE032134,0,0.12398118,train,0
SE001494,0,0.17722765,train,0
SE031203,0,0.048309162,train,0
SE033822,1,0.99958473,train,1
SE014946,1,0.99936515,train,1
SE020645,0,0.0643764,train,0
SE008648,0,0.10134043,train,0
SE024853,1,0.9986739,train,1
SE036999,0,0.14758424,train,0
SE039423,0,0.20469484,train,0
SE000171,1,0.14563291,train,0
SE012472,0,0.24892461,train,0
SE036679,1,0.9994941,train,1
SE037337,0,0.038340386,train,0
SE016787,0,0.14960426,train,0
SE020876,0,0.12471384,train,0
SE015556,0,0.212815,train,0
SE012221,0,0.18531267,train,0
SE012390,1,0.21669042,train,0
SE031360,0,0.09496522,train,0
SE039026,0,0.124727756,train,0
SE026342,0,0.16127375,train,0
SE038885,0,0.012272247,train,0
SE011049,0,0.1619206,train,0
SE025500,0,0.0006958008,train,0
SE019129,1,0.9990798,train,1
SE038384,0,0.21192794,train,0
SE032661,0,0.1293925,train,0
SE007029,1,0.25151685,train,0
SE010959,0,0.1570526,train,0
SE022334,0,0.16507712,train,0
SE028497,0,0.0010223711,train,0
SE000136,0,0.1827204,train,0
SE029449,0,0.21416499,train,0
SE022997,0,0.14858133,train,0
SE025485,0,0.00062453846,train,0
SE031592,0,0.07549876,train,0
SE035257,0,0.093722746,train,0
SE006798,0,0.00051970425,train,0
SE039992,0,0.13307182,train,0
SE000250,0,0.16364099,train,0
SE037631,0,0.17762516,train,0
SE021212,0,0.13386859,train,0
SE012612,1,0.9995852,train,1
SE022985,0,0.23559402,train,0
SE036698,0,0.08219274,train,0
SE006152,0,0.21072076,train,0
SE003263,0,0.10829846,train,0
SE001075,0,0.14467432,train,0
SE024951,0,0.12150051,train,0
SE012704,0,0.12703854,train,0
SE020904,1,0.99953425,train,1
SE027106,0,0.13040063,train,0
SE032465,0,0.19206595,train,0
SE038767,1,0.22379346,train,0
SE007790,1,0.9994141,train,1
SE026859,1,0.9994392,train,1
SE038277,0,0.07754639,train,0
SE015013,0,0.19661473,train,0
SE031249,1,0.3026704,train,0
SE022475,0,0.20735857,train,0
SE002103,0,0.12751113,train,0
SE033059,0,0.18350619,train,0
SE037834,0,0.09234915,train,0
SE038643,0,0.20830967,train,0
SE036279,1,0.9994068,train,1
SE030493,0,0.1848611,train,0
SE021915,0,0.07440808,train,0
SE001751,0,0.10361406,train,0
SE025803,1,0.9994974,train,1
SE008728,0,0.23242544,train,0
SE029603,0,0.081494994,train,0
SE004150,0,0.08559807,train,0
SE001941,1,0.9993561,train,1
SE028595,1,0.99932086,train,1
SE027450,0,0.16861302,train,0
SE035339,0,0.16243121,train,0
SE019442,1,0.9995523,train,1
SE016572,0,0.037871834,train,0
SE009564,0,0.18681884,train,0
SE022945,1,0.99946016,train,1
SE027524,0,0.0908861,train,0
SE026071,0,0.21109493,train,0
SE017777,0,0.13900563,train,0
SE000646,0,0.1367412,train,0
SE002319,0,0.14604911,train,0
SE011914,1,0.15907784,train,0
SE023826,0,0.18476853,train,0
SE004035,1,0.2421054,train,0
SE002170,0,0.0005673406,train,0
SE033481,0,0.1641333,train,0
SE025215,0,0.18755206,train,0
SE004246,0,0.21184842,train,0
SE009955,0,0.19718996,train,0
SE012580,0,0.00058794045,train,0
SE031321,0,0.13698436,train,0
SE030309,1,0.99963963,train,1
SE002975,0,0.2211641,train,0
SE039514,0,0.14181241,train,0
SE007764,1,0.99957687,train,1
SE003192,0,0.0006344722,train,0
SE021967,0,0.16420287,train,0
SE026109,0,0.07550746,train,0
SE015536,0,0.12603593,train,0
SE018529,0,0.18425626,train,0
SE019859,0,0.15704162,train,0
SE008051,0,0.2417454,train,0
SE011814,0,0.1239888,train,0
SE029244,0,0.17514385,train,0
SE029463,0,0.06303235,train,0
SE034282,1,0.27785206,train,0
SE006233,0,0.16381091,train,0
SE036316,0,0.1893735,train,0
SE036094,0,0.16645396,train,0
SE025681,0,0.17289479,train,0
SE035649,0,0.15409625,train,0
SE014051,1,0.9993907,train,1
SE011852,0,0.1739796,train,0
SE017867,0,0.18060096,train,0
SE006103,0,0.124399416,train,0
SE020886,0,0.20592895,train,0
SE017406,0,0.17104328,train,0
SE020357,0,0.09609985,train,0
SE011219,1,0.9996469,train,1
SE006659,0,0.2622259,train,0
SE035052,0,0.0006702688,train,0
SE006634,0,0.17371844,train,0
SE023011,0,0.17682053,train,0
SE019087,0,0.17522672,train,0
SE012337,0,0.1799763,train,0
SE039290,1,0.9995914,train,1
SE034441,0,0.13587481,train,0
SE013659,0,0.14566557,train,0
SE039559,0,0.00060602225,train,0
SE023048,0,0.00072040985,train,0
SE031511,0,0.09920309,train,0
SE025316,0,0.074717954,train,0
SE019736,1,0.99919933,train,1
SE006786,0,0.110663176,train,0
SE009617,0,0.1567842,train,0
SE018661,0,0.20470688,train,0
SE035803,0,0.17806347,train,0
SE033179,0,0.16756114,train,0
SE038014,0,0.23494321,train,0
SE037401,0,0.12275418,train,0
SE014545,0,0.21853906,train,0
SE026341,1,0.26429558,train,0
SE031777,0,0.18632586,train,0
SE006357,0,0.034900725,train,0
SE029411,0,0.048710413,train,0
SE028339,0,0.28087047,train,0
SE002501,0,0.14511,train,0
SE019349,0,0.14747559,train,0
SE000752,1,0.17308128,train,0
SE037497,0,0.115503184,train,0
SE026880,0,0.12929246,train,0
SE005703,0,0.18418066,train,0
SE014238,0,0.1565338,train,0
SE012837,0,0.23584005,train,0
SE010356,0,0.1640416,train,0
SE005288,0,0.17559405,train,0
SE003910,1,0.9995478,train,1
SE015774,1,0.9995353,train,1
SE010779,0,0.18550342,train,0
SE021782,0,0.19887747,train,0
SE020608,0,0.00081703544,train,0
SE038657,0,0.13003038,train,0
SE033149,0,0.00039381653,train,0
SE019498,0,0.1449415,train,0
SE021685,1,0.99962723,train,1
SE012560,0,0.07841679,train,0
SE011254,1,0.9992261,train,1
SE003202,0,0.00080972933,train,0
SE034864,0,0.044573516,train,0
SE003522,0,0.19010209,train,0
SE000770,0,0.21658412,train,0
SE039199,0,0.18604861,train,0
SE001839,0,0.13186157,train,0
SE024486,0,0.00087407365,train,0
SE020662,0,0.12344414,train,0
SE018859,0,0.18183939,train,0
SE029417,0,0.13869205,train,0
SE009253,0,0.0595099,train,0
SE005956,1,0.9992061,train,1
SE020465,0,0.13605054,train,0
SE000562,0,0.16486908,train,0
SE027662,1,0.999482,train,1
SE018184,1,0.9996282,train,1
SE028599,0,0.13455915,train,0
SE002900,0,0.24546748,train,0
SE032547,0,0.09237297,train,0
SE005252,0,0.1733656,train,0
SE022367,0,0.16596502,train,0
SE019790,0,0.13950215,train,0
SE017779,0,0.15675634,train,0
SE034913,0,0.21105275,train,0
SE015161,0,0.17506541,train,0
SE036097,0,0.13586989,train,0
SE005496,0,0.10851053,train,0
SE036547,0,0.2048898,train,0
SE007122,0,0.12429686,train,0
SE027994,0,0.15276676,train,0
SE025625,0,0.17817026,train,0
SE032317,0,0.17739996,train,0
SE011221,0,0.07445855,train,0
SE017862,0,0.17804629,train,0
SE030637,0,0.16337839,train,0
SE006967,1,0.15297182,train,0
SE022785,0,0.14915903,train,0
SE020317,1,0.99925107,train,1
SE035825,0,0.18047597,train,0
SE029866,1,0.9986187,train,1
SE004510,0,0.1466196,train,0
SE035145,0,0.048759375,train,0
SE034208,0,0.16602401,train,0
SE030909,0,0.15263778,train,0
SE021792,0,0.2399633,train,0
SE020175,1,0.9995915,train,1
SE022006,0,0.11288851,train,0
SE000236,0,0.05388588,train,0
SE035303,1,0.9996388,train,1
SE004753,0,0.16133443,train,0
SE010956,0,0.13018583,train,0
SE033043,0,0.0002098891,train,0
SE020620,0,0.16297781,train,0
SE031760,1,0.22324392,train,0
SE017111,0,0.23933345,train,0
SE023980,1,0.99920875,train,1
SE021529,0,0.11032237,train,0
SE024603,0,0.25356257,train,0
SE033736,1,0.99958557,train,1
SE016459,0,0.16669314,train,0
SE022605,1,0.99960846,train,1
SE021865,0,0.00071216427,train,0
SE023368,0,0.19157329,train,0
SE003555,0,0.2386553,train,0
SE039796,0,0.0382591,train,0
SE018130,0,0.1887516,train,0
SE031735,0,0.13222483,train,0
SE027616,0,0.044620175,train,0
SE018505,0,0.15285616,train,0
SE039146,1,0.99976367,train,1
SE024141,1,0.4794425,train,0
SE002208,0,0.25153705,train,0
SE027690,0,0.08696466,train,0
SE008837,0,0.0008314026,train,0
SE019805,0,0.16674374,train,0
SE032274,1,0.9991898,train,1
SE016242,0,0.15637654,train,0
SE016725,0,0.16305299,train,0
SE023282,1,0.99953854,train,1
SE029192,0,0.10948445,train,0
SE031132,0,0.07518611,train,0
SE023075,0,0.21927576,train,0
SE022269,0,0.17462459,train,0
SE020479,0,0.1827566,train,0
SE005970,0,0.111795135,train,0
SE012967,1,0.21560608,train,0
SE038061,0,0.15697333,train,0
SE032856,0,0.20188792,train,0
SE017106,0,0.0963754,train,0
SE013215,0,0.2265659,train,0
SE012096,1,0.23345877,train,0
SE024615,0,0.15882023,train,0
SE018163,0,0.00091824564,train,0
SE039283,0,0.12855142,train,0
SE025423,0,0.1576046,train,0
SE035409,1,0.999605,train,1
SE013983,1,0.99969995,train,1
SE032849,0,0.21004021,train,0
SE006666,0,0.15372047,train,0
SE013888,0,0.20333089,train,0
SE021897,0,0.21119623,train,0
SE008265,0,0.0007718608,train,0
SE026049,0,0.035201,train,0
SE032128,0,0.22498615,train,0
SE024174,0,0.22095999,train,0
SE035256,0,0.16802773,train,0
SE022473,0,0.12019573,train,0
SE027374,0,0.17059776,train,0
SE005678,0,0.00073009863,train,0
SE031031,0,0.12952563,train,0
SE012105,0,0.14121935,train,0
SE003119,0,0.0006810646,train,0
SE036882,0,0.069714,train,0
SE000076,0,0.0007963467,train,0
SE035481,0,0.11721614,train,0
SE039775,0,0.21774693,train,0
SE027540,0,0.14525181,train,0
SE039656,0,0.00058783934,train,0
SE021151,0,0.14966342,train,0
SE027546,0,0.0008427387,train,0
SE001864,0,0.09270466,train,0
SE018727,0,0.13911435,train,0
SE002285,0,0.049270697,train,0
SE009151,0,0.067006044,train,0
SE029387,0,0.15546067,train,0
SE029428,1,0.99919766,train,1
SE015882,0,0.16089402,train,0
SE019869,0,0.17597297,train,0
SE008055,0,0.00082793395,train,0
SE022478,0,0.19653071,train,0
SE029297,0,0.14543995,train,0
SE007417,0,0.17912263,train,0
SE039735,1,0.9993044,train,1
SE009197,0,0.16731837,train,0
SE019373,0,0.22247857,train,0
SE022104,0,0.00104793,train,0
SE037058,0,0.0005503015,train,0
SE037323,0,0.14381759,train,0
SE027487,0,0.18666308,train,0
SE014486,0,0.13371204,train,0
SE000678,1,0.9996123,train,1
SE000463,0,0.14382213,train,0
SE012561,1,0.99958426,train,1
SE027135,0,0.10510521,train,0
SE018925,0,0.2109276,train,0
SE027444,0,0.12851202,train,0
SE030704,0,0.12737171,train,0
SE011865,0,0.15426576,train,0
SE004286,0,0.23107076,train,0
SE028356,0,0.17845872,train,0
SE035130,0,0.20388247,train,0
SE003483,0,0.15046778,train,0
SE019304,0,0.15546645,train,0
SE015773,0,0.091227554,train,0
SE009815,0,0.18772215,train,0
SE005191,0,0.17208341,train,0
SE014166,0,0.10767248,train,0
SE025258,0,0.15773812,train,0
SE038599,0,0.191177,train,0
SE020724,0,0.18174051,train,0
SE001432,0,0.14470047,train,0
SE008887,0,0.17371844,train,0
SE035068,0,0.26174653,train,0
SE028070,0,0.20416637,train,0
SE029842,0,0.16114625,train,0
SE039952,0,0.0009170443,train,0
SE005934,0,0.17698322,train,0
SE035172,0,0.14933617,train,0
SE028654,0,0.0006722798,train,0
SE003185,0,0.07250334,train,0
SE000315,0,0.13751753,train,0
SE009471,0,0.16325806,train,0
SE029085,0,0.15331005,train,0
SE028388,1,0.14870267,train,0
SE009222,0,0.1590685,train,0
SE019811,0,0.1268792,train,0
SE018839,1,0.99959546,train,1
SE004574,0,0.13461217,train,0
SE010077,0,0.21168153,train,0
SE015074,0,0.0012172121,train,0
SE033789,0,0.0010445367,train,0
SE014059,1,0.2733273,train,0
SE008097,0,0.074067056,train,0
SE014042,0,0.1826965,train,0
SE022096,0,0.00082378637,train,0
SE012460,1,0.99960226,train,1
SE005097,0,0.0015559982,train,0
SE012715,0,0.13682334,train,0
SE008605,0,0.21733934,train,0
SE022396,0,0.20484287,train,0
SE018829,0,0.19567919,train,0
SE003304,1,0.9994123,train,1
SE003587,0,0.13372034,train,0
SE031389,0,0.14181113,train,0
SE038146,0,0.27517918,train,0
SE033891,0,0.2298415,train,0
SE029909,0,0.24166623,train,0
SE026822,0,0.1278454,train,0
SE006905,0,0.17474942,train,0
SE010962,0,0.14585167,train,0
SE008915,0,0.1927357,train,0
SE039726,0,0.070254095,train,0
SE002157,0,0.19630583,train,0
SE019100,1,0.9992899,train,1
SE039518,0,0.20141706,train,0
SE035013,0,0.14976014,train,0
SE028185,1,0.99968636,train,1
SE014969,1,0.34832522,train,0
SE015445,0,0.00048713636,train,0
SE037759,0,0.15997687,train,0
SE023648,0,0.2290165,train,0
SE019648,0,0.16272856,train,0
SE011129,0,0.15942319,train,0
SE024892,1,0.99948716,train,1
SE002483,1,0.9996555,train,1
SE003262,1,0.3295168,train,0
SE014842,0,0.12844527,train,0
SE027266,1,0.9993412,train,1
SE010657,0,0.23856446,train,0
SE013437,0,0.15157329,train,0
SE039132,0,0.1121271,train,0
SE005226,0,0.1627242,train,0
SE023363,0,0.13682054,train,0
SE013139,0,0.17316236,train,0
SE034708,0,0.051439248,train,0
SE009908,0,0.17198747,train,0
SE016929,1,0.9995484,train,1
SE012070,0,0.1670207,train,0
SE036052,0,0.00094493,train,0
SE029953,1,0.9995511,train,1
SE005665,0,0.17412287,train,0
SE033574,0,0.00047403522,train,0
SE000766,0,0.11777376,train,0
SE018379,0,0.29953572,train,0
SE000009,1,0.99957603,train,1
SE014806,0,0.22363687,train,0
SE031043,0,0.036315866,train,0
SE018816,0,0.14214286,train,0
SE013560,0,0.17394812,train,0
SE027653,0,0.14527933,train,0
SE008614,0,0.14626545,train,0
SE016937,0,0.00070610404,train,0
SE034099,1,0.9996588,train,1
SE038506,0,0.08451983,train,0
SE024101,0,0.27185538,train,0
SE017361,0,0.17761895,train,0
SE033006,0,0.06675788,train,0
SE008073,0,0.16008683,train,0
SE011418,0,0.12552461,train,0
SE022792,0,0.06586414,train,0
SE008778,0,0.1246808,train,0
SE021876,1,0.9993569,train,1
SE027809,0,0.22219759,train,0
SE005273,0,0.11406641,train,0
SE003445,0,0.13578749,train,0
SE014792,0,0.16330442,train,0
SE018265,0,0.08488343,train,0
SE021130,0,0.1390831,train,0
SE039969,0,0.17778336,train,0
SE004817,0,0.09342272,train,0
SE036900,0,0.13544956,train,0
SE035439,0,0.13105786,train,0
SE036532,0,0.25901225,train,0
SE002397,1,0.9996507,train,1
SE036902,0,0.0008002011,train,0
SE001727,1,0.2873647,train,0
SE033751,0,0.10963565,train,0
SE019542,0,0.21194698,train,0
SE014830,0,0.09303046,train,0
SE021921,0,0.00034714965,train,0
SE002058,1,0.9983851,train,1
SE030491,1,0.99862826,train,1
SE016343,0,0.13527061,train,0
SE008317,0,0.22358479,train,0
SE016034,0,0.08047369,train,0
SE013890,0,0.071841426,train,0
SE037819,0,0.10482918,train,0
SE023421,0,0.09476825,train,0
SE032152,0,0.24192517,train,0
SE034825,0,0.14790228,train,0
SE019114,0,0.061822265,train,0
SE036822,0,0.05467877,train,0
SE021340,1,0.15590759,train,0
SE011835,0,0.17775202,train,0
SE010085,0,0.101966605,train,0
SE013612,0,0.12543307,train,0
SE024004,0,0.17184652,train,0
SE030444,0,0.0004711351,train,0
SE019310,0,0.0004737771,train,0
SE026336,0,0.18959302,train,0
SE003825,1,0.99955565,train,1
SE003989,0,0.22190563,train,0
SE035078,0,0.23872717,train,0
SE024167,0,0.18132716,train,0
SE021539,0,0.14267638,train,0
SE027926,0,0.15218583,train,0
SE012873,0,0.0010170441,train,0
SE018753,1,0.9996761,train,1
SE003277,0,0.17711125,train,0
SE019462,0,0.05513017,train,0
SE009649,0,0.18829882,train,0
SE003269,0,0.13023244,train,0
SE030511,0,0.15671396,train,0
SE014716,0,0.15929978,train,0
SE017541,0,0.00065847806,train,0
SE022005,0,0.125599,train,0
SE012226,0,0.0007645692,train,0
SE001848,1,0.99919814,train,1
SE009049,1,0.18639314,train,0
SE022741,0,0.2066405,train,0
SE030186,0,0.10858592,train,0
SE012351,1,0.9993048,train,1
SE013141,0,0.0008145344,train,0
SE025668,0,0.23773104,train,0
SE026564,0,0.03700306,train,0
SE037354,0,0.176638,train,0
SE008752,0,0.16395795,train,0
SE010206,0,0.12427179,train,0
SE021082,1,0.9995914,train,1
SE031118,0,0.0005271856,train,0
SE018266,0,0.11219294,train,0
SE030115,0,0.14698943,train,0
SE014221,1,0.9995258,train,1
SE022250,0,0.115295306,train,0
SE017030,1,0.99956673,train,1
SE034657,1,0.9996414,train,1
SE037750,0,0.016808769,train,0
SE034984,1,0.99880874,train,1
SE005676,0,0.07456497,train,0
SE020304,1,0.99948597,train,1
SE028054,0,0.1618487,train,0
SE039456,0,0.001155226,train,0
SE016891,1,0.99959284,train,1
SE022897,1,0.99959975,train,1
SE011388,1,0.99973637,train,1
SE038156,1,0.99968743,train,1
SE023842,1,0.99951124,train,1
SE023007,0,0.18899071,train,0
SE018782,0,0.12254501,train,0
SE026039,0,0.24429768,train,0
SE038471,1,0.9994555,train,1
SE028055,0,0.1737008,train,0
SE000294,0,0.13286342,train,0
SE029004,0,0.23525131,train,0
SE036713,0,0.19629827,train,0
SE026006,0,0.22957963,train,0
SE039189,0,0.2068613,train,0
SE015062,0,0.1876149,train,0
SE032566,0,0.26051518,train,0
SE014764,0,0.15899023,train,0
SE024901,0,0.08671634,train,0
SE027942,0,0.25394037,train,0
SE015284,0,0.13090375,train,0
SE011449,0,0.32915413,train,0
SE037208,0,0.22472787,train,0
SE027999,1,0.999556,train,1
SE018879,0,0.17725688,train,0
SE010722,1,0.20905547,train,0
SE037333,1,0.99947256,train,1
SE019552,0,0.10718681,train,0
SE002174,0,0.16816154,train,0
SE007550,0,0.08047678,train,0
SE038126,0,0.06503736,train,0
SE001783,0,0.15588877,train,0
SE012286,1,0.99952376,train,1
SE000114,0,0.13626778,train,0
SE005905,0,0.18625203,train,0
SE003008,0,0.07622256,train,0
SE034941,0,0.15061605,train,0
SE031208,0,0.14097638,train,0
SE024368,0,0.21541744,train,0
SE007672,1,0.21831016,train,0
SE011465,0,0.16819271,train,0
SE033912,0,0.22041799,train,0
SE019265,0,0.0009638976,train,0
SE035483,0,0.14638455,train,0
SE004228,0,0.12468534,train,0
SE018129,0,0.0005130639,train,0
SE011309,0,0.16119686,train,0
SE005225,0,0.17833613,train,0
SE032049,0,0.1181071,train,0
SE000245,0,0.11675135,train,0
SE010481,1,0.99891615,train,1
SE018054,1,0.9995554,train,1
SE026683,0,0.13299792,train,0
SE025318,0,0.2670656,train,0
SE017871,0,0.00072135444,train,0
SE020584,0,0.09304634,train,0
SE010266,1,0.22589278,train,0
SE015157,0,0.29437682,train,0
SE030486,0,0.09168178,train,0
SE022110,1,0.9994856,train,1
SE033147,0,0.13226464,train,0
SE005113,0,0.19293538,train,0
SE036176,0,0.00065679994,train,0
SE017487,0,0.15569511,train,0
SE027317,1,0.23265132,train,0
SE015351,0,0.2730555,train,0
SE031668,0,0.0005633808,train,0
SE036096,0,0.12207984,train,0
SE013071,1,0.9993777,train,1
SE024908,0,0.077562355,train,0
SE001561,1,0.99953437,train,1
SE005987,0,0.19177857,train,0
SE037808,1,0.99945575,train,1
SE012387,0,0.16886495,train,0
SE028325,1,0.99939907,train,1
SE003998,0,0.1248832,train,0
SE028652,1,0.9996269,train,1
SE021505,1,0.42198825,train,0
SE031691,0,0.037232198,train,0
SE001188,0,0.16530712,train,0
SE015417,1,0.9996635,train,1
SE000805,0,0.19867311,train,0
SE032175,0,0.12957086,train,0
SE006073,0,0.29833746,train,0
SE027884,0,0.059813015,train,0
SE016989,0,0.14690384,train,0
SE018236,0,0.16239081,train,0
SE000273,0,0.18639994,train,0
SE025197,0,0.14094684,train,0
SE010421,0,0.14309497,train,0
SE012391,0,0.21684511,train,0
SE019020,0,0.15185905,train,0
SE000040,1,0.99969554,train,1
SE007381,0,0.05068486,train,0
SE018620,0,0.1811818,train,0
SE008730,0,0.00082405953,train,0
SE030143,1,0.99967813,train,1
SE011483,0,0.0007802452,train,0
SE022971,0,0.18303065,train,0
SE011686,0,0.0640711,train,0
SE010976,0,0.11963382,train,0
SE031034,1,0.3122564,train,0
SE034955,0,0.15082605,train,0
SE001464,0,0.14712061,train,0
SE012239,0,0.20029715,train,0
SE020621,0,0.2494374,train,0
SE020540,0,0.14280069,train,0
SE023857,0,0.1828267,train,0
SE004837,1,0.34494522,train,0
SE008260,0,0.19657491,train,0
SE034324,0,0.10368114,train,0
SE018307,0,0.1717707,train,0
SE005371,1,0.28961787,train,0
SE013194,1,0.99794275,train,1
SE021759,0,0.06419351,train,0
SE007575,1,0.9992242,train,1
SE033319,0,0.16477334,train,0
SE005784,1,0.9994815,train,1
SE005823,0,0.1537397,train,0
SE027452,0,0.18218751,train,0
SE010897,0,0.00037043673,train,0
SE018734,0,0.094252676,train,0
SE034973,0,0.14533493,train,0
SE003350,0,0.25646797,train,0
SE018388,0,0.047501303,train,0
SE033281,1,0.9997192,train,1
SE028478,0,0.12615237,train,0
SE023754,0,0.07833693,train,0
SE027517,0,0.12335898,train,0
SE035558,0,0.15292144,train,0
SE000551,0,0.12381743,train,0
SE028687,0,0.18102948,train,0
SE006894,0,0.12858619,train,0
SE029363,1,0.23269928,train,0
SE020860,0,0.23034059,train,0
SE038304,0,0.19942802,train,0
SE027555,0,0.09391673,train,0
SE027068,0,0.05346343,train,0
SE033919,0,0.19591656,train,0
SE018492,0,0.21336041,train,0
SE006431,0,0.27250654,train,0
SE031671,0,0.099012926,train,0
SE027168,0,0.05054432,train,0
SE023856,0,0.09496522,train,0
SE009319,0,0.10888218,train,0
SE002219,1,0.9997482,train,1
SE016193,0,0.13238446,train,0
SE021658,0,0.17107557,train,0
SE018050,1,0.9994449,train,1
SE036317,0,0.1964275,train,0
SE032004,0,0.21245153,train,0
SE005041,0,0.17255953,train,0
SE033538,0,0.11551924,train,0
SE022430,0,0.0004176821,train,0
SE010699,0,0.19869451,train,0
SE029305,0,0.17762516,train,0
SE034271,0,0.11960824,train,0
SE021316,0,0.20896284,train,0
SE013953,1,0.99928516,train,1
SE038436,1,0.99949205,train,1
SE038857,0,0.092166945,train,0
SE022197,0,0.07997889,train,0
SE035940,0,0.12361403,train,0
SE029858,0,0.13223025,train,0
SE009329,0,0.046793014,train,0
SE014017,0,0.0006256832,train,0
SE008247,0,0.09647021,train,0
SE019968,0,0.0006424182,train,0
SE039727,0,0.17518862,train,0
SE005601,0,0.13157746,train,0
SE038699,0,0.09160902,train,0
SE039055,0,0.15642169,train,0
SE035995,0,0.15281118,train,0
SE005779,1,0.9990375,train,1
SE006029,0,0.117357306,train,0
SE029846,0,0.00039298396,train,0
SE031465,0,0.16158333,train,0
SE031475,0,0.104116924,train,0
SE026562,1,0.9991379,train,1
SE025075,0,0.09109533,train,0
SE000850,0,0.14679395,train,0
SE007923,0,0.10328803,train,0
SE035447,0,0.00045685473,train,0
SE026276,1,0.99945253,train,1
SE005319,0,0.10332033,train,0
SE005893,1,0.9996582,train,1
